order_id,payment_type,payment_value
o01096,credit_card,174.86
o01097,credit_card,94.78
o01098,voucher,43.13
o01099,credit_card,654.05
o01100,credit_card,117.96
o01101,credit_card,41.84
o01102,credit_card,36.39
o01103,credit_card,33.1
o01104,credit_card,64.61
o01105,boleto,66.12
o01106,credit_card,46.11
o01107,credit_card,30.79
o01108,credit_card,36.79
o01109,credit_card,95.92
o01110,debit_card,56.65
o01111,boleto,38.88
o01112,credit_card,70.67
o01113,credit_card,78.45
o01114,credit_card,83.45
o01115,credit_card,69.18
o01116,voucher,63.41
o01117,credit_card,132.12
o01118,credit_card,37.55
o01119,boleto,58.92
o01120,boleto,23.89
o01121,credit_card,54.82
o01122,boleto,73.5
o01123,credit_card,105.97
o01124,boleto,24.23
o01125,credit_card,72.28
o01126,credit_card,193.42
o01127,credit_card,13.72
o01128,boleto,87.12
o01129,credit_card,34.17
o01130,boleto,54.87
o01131,boleto,88.8
o01132,credit_card,47.23
o01133,credit_card,77.07
o01134,credit_card,74.52
o01135,debit_card,64.09
o01136,boleto,32.41
o01137,credit_card,44.62
o01138,credit_card,207.65
o01139,credit_card,52.96
o01140,credit_card,56.44
o01141,credit_card,56.28
o01142,credit_card,104.38
o01143,debit_card,144.62
o01144,credit_card,57.96
o01145,credit_card,64.89
o01146,credit_card,72.3
o01147,credit_card,111.62
o01148,credit_card,65.06
o01149,credit_card,69.01
o01150,credit_card,48.43
o01151,credit_card,78.09
o01152,credit_card,91.34
o01153,credit_card,95.09
o01154,credit_card,185.2
o01155,credit_card,43.02
o01156,voucher,66.55
o01157,credit_card,58.16
o01158,credit_card,162.62
o01159,credit_card,97.27
o01160,credit_card,27.98
o01161,credit_card,46.32
o01162,credit_card,54.5
o01163,credit_card,29.91
o01164,boleto,69.35
o01165,credit_card,49.53
o01166,credit_card,190.94
o01167,credit_card,77.73
o01168,debit_card,53.37
o01169,credit_card,38.77
o01170,voucher,16.24
o01171,credit_card,63.46
o01172,credit_card,153.28
o01173,credit_card,58.52
o01174,credit_card,63.76
o01175,voucher,259.86
o01176,credit_card,121.32
o01177,credit_card,76.47
o01178,credit_card,103.11
o01179,credit_card,80.86
o01180,credit_card,78.31
o01181,credit_card,27.28
o01182,credit_card,36.13
o01183,credit_card,71.96
o01184,boleto,40.56
o01185,credit_card,63.49
o01186,credit_card,34.53
o01187,boleto,121.94
o01188,credit_card,43.01
o01189,boleto,38.71
o01190,credit_card,30.89
o01191,boleto,94.46
o01192,credit_card,63.44
o01193,credit_card,119.14
o01194,credit_card,48.6
o01195,voucher,35.67
o01196,credit_card,61.91
o01197,boleto,134.43
o01198,boleto,26.97
o01199,credit_card,75.5
o01200,debit_card,79.86
o01201,credit_card,149.08
o01202,credit_card,41.44
o01203,credit_card,26.13
o01204,debit_card,51.14
o01205,debit_card,102.23
o01206,credit_card,65.69
o01207,boleto,84.71
o01208,credit_card,36.77
o01209,boleto,56.65
o01210,credit_card,67.03
o01211,credit_card,28.83
o01212,credit_card,66.81
o01213,credit_card,53.88
o01214,credit_card,316.1
o01215,credit_card,64.25
o01216,credit_card,154.55
o01217,credit_card,84.35
o01218,credit_card,60.09
o01219,credit_card,139.59
o01220,credit_card,34.18
o01221,credit_card,50.54
o01222,credit_card,105.93
o01223,credit_card,19.92
o01224,credit_card,63.1
o01225,boleto,62.8
o01226,credit_card,74.12
o01227,boleto,56.99
o01228,voucher,103.33
o01229,boleto,42.49
o01230,credit_card,112.25
o01231,boleto,36.24
o01232,credit_card,77.44
o01233,boleto,128.98
o01234,credit_card,40.64
o01235,boleto,45.73
o01236,boleto,114.7
o01237,credit_card,71.27
o01238,credit_card,26.28
o01239,credit_card,72.82
o01240,boleto,93.06
o01241,credit_card,117.66
o01242,voucher,76.4
o01243,credit_card,85.97
o01244,credit_card,165.03
o01245,boleto,107.84
o01246,debit_card,28.6
o01247,credit_card,55.88
o01248,boleto,59.8
o01249,credit_card,125.63
o01250,debit_card,134.9
o01251,credit_card,75.52
o01252,boleto,69.4
o01253,credit_card,54.95
o01254,credit_card,122.61
o01255,voucher,41.83
o01256,credit_card,50.6
o01257,boleto,122.37
o01258,credit_card,121.43
o01259,credit_card,239.7
o01260,credit_card,63.22
o01261,credit_card,55.4
o01262,credit_card,58.42
o01263,credit_card,27.78
o01264,credit_card,21.39
o01265,credit_card,76.25
o01266,boleto,53.19
o01267,boleto,43.33
o01268,voucher,68.85
o01269,credit_card,77.26
o01270,credit_card,60.86
o01271,boleto,61.72
o01272,credit_card,52.86
o01273,credit_card,97.25
o01274,credit_card,48.8
o01275,debit_card,38.79
o01276,boleto,51.7
o01277,boleto,74.32
o01278,credit_card,100.79
o01279,credit_card,187.81
o01280,boleto,69.04
o01281,credit_card,155.88
o01282,credit_card,46.69
o01283,voucher,42.57
o01284,credit_card,83.73
o01285,debit_card,91.03
o01286,credit_card,72.94
o01287,credit_card,321.9
o01288,boleto,48.04
o01289,credit_card,136.73
o01290,credit_card,43.15
o01291,credit_card,95.33
o01292,boleto,67.41
o01293,credit_card,75.76
o01294,boleto,84.24
o01295,credit_card,68.79
o01296,credit_card,61.6
o01297,credit_card,24.96
o01298,boleto,110.5
o01299,credit_card,33.25
o01300,credit_card,53.53
o01301,boleto,78.89
o01302,credit_card,36.27
o01303,boleto,61.56
o01304,voucher,102.96
o01305,credit_card,52.88
o01306,credit_card,62.12
o01307,voucher,39.91
o01308,credit_card,56.24
o01309,credit_card,33.7
o01310,voucher,73.72
o01311,credit_card,30.0
o01312,credit_card,47.11
o01313,credit_card,67.74
o01314,debit_card,59.36
o01315,credit_card,81.39
o01316,credit_card,62.23
o01317,boleto,24.92
o01318,credit_card,35.97
o01319,credit_card,65.98
o01320,credit_card,119.91
o01321,voucher,107.04
o01322,credit_card,315.04
o01323,credit_card,49.89
o01324,credit_card,100.89
o01325,boleto,96.68
o01326,credit_card,159.83
o01327,credit_card,132.32
o01328,credit_card,76.79
o01329,credit_card,91.35
o01330,credit_card,81.56
o01331,credit_card,64.63
o01332,credit_card,87.57
o01333,credit_card,72.44
o01334,boleto,70.75
o01335,credit_card,164.89
o01336,credit_card,77.63
o01337,boleto,69.05
o01338,credit_card,60.32
o01339,voucher,57.58
o01340,boleto,35.46
o01341,credit_card,64.66
o01342,credit_card,123.77
o01343,voucher,49.14
o01344,voucher,216.84
o01345,credit_card,20.38
o01346,credit_card,85.67
o01347,debit_card,233.25
o01348,voucher,73.95
o01349,credit_card,162.91
o01350,voucher,46.43
o01351,credit_card,33.49
o01352,credit_card,58.66
o01353,credit_card,53.87
o01354,boleto,27.6
o01355,boleto,69.4
o01356,boleto,51.57
o01357,credit_card,143.28
o01358,credit_card,70.03
o01359,boleto,43.52
o01360,credit_card,65.31
o01361,boleto,73.16
o01362,credit_card,90.5
o01363,credit_card,67.05
o01364,credit_card,209.06
o01365,boleto,34.9
o01366,credit_card,51.12
o01367,boleto,43.61
o01368,credit_card,55.18
o01369,credit_card,78.13
o01370,boleto,75.11
o01371,voucher,89.23
o01372,debit_card,69.8
o01373,credit_card,72.1
o01374,credit_card,70.57
o01375,credit_card,52.49
o01376,credit_card,50.49
o01377,credit_card,43.17
o01378,voucher,91.96
o01379,credit_card,22.1
o01380,boleto,71.24
o01381,debit_card,102.03
o01382,credit_card,118.51
o01383,credit_card,19.15
o01384,credit_card,53.34
o01385,credit_card,44.44
o01386,credit_card,51.07
o01387,credit_card,134.24
o01388,credit_card,44.59
o01389,credit_card,101.89
o01390,boleto,71.79
o01391,boleto,49.95
o01392,boleto,47.41
o01393,boleto,75.9
o01394,boleto,63.43
o01395,credit_card,26.72
o01396,boleto,39.53
o01397,credit_card,76.98
o01398,credit_card,34.15
o01399,boleto,110.61
o01400,credit_card,29.64
o01401,credit_card,57.02
o01402,credit_card,93.6
o01403,debit_card,38.01
o01404,boleto,33.06
o01405,credit_card,84.11
o01406,credit_card,103.81
o01407,credit_card,59.16
o01408,voucher,52.59
o01409,credit_card,29.11
o01410,credit_card,68.3
o01411,credit_card,24.85
o01412,credit_card,135.43
o01413,credit_card,60.69
o01414,boleto,39.93
o01415,credit_card,47.18
o01416,credit_card,71.16
o01417,boleto,51.22
o01418,boleto,64.94
o01419,credit_card,37.19
o01420,credit_card,119.95
o01421,credit_card,47.68
o01422,credit_card,21.59
o01423,credit_card,53.51
o01424,credit_card,44.09
o01425,voucher,115.11
o01426,credit_card,40.03
o01427,boleto,50.86
o01428,credit_card,72.24
o01429,credit_card,89.56
o01430,credit_card,141.19
o01431,credit_card,41.65
o01432,credit_card,131.31
o01433,boleto,112.42
o01434,credit_card,43.77
o01435,credit_card,41.24
o01436,credit_card,80.91
o01437,boleto,64.12
o01438,credit_card,80.8
o01439,credit_card,54.39
o01440,credit_card,67.59
o01441,voucher,60.89
o01442,credit_card,80.18
o01443,credit_card,40.54
o01444,credit_card,70.42
o01445,boleto,139.36
o01446,credit_card,134.3
o01447,credit_card,74.91
o01448,debit_card,40.14
o01449,credit_card,185.1
o01450,credit_card,80.2
o01451,credit_card,172.74
o01452,credit_card,82.06
o01453,credit_card,18.25
o01454,credit_card,184.27
o01455,credit_card,103.02
o01456,credit_card,66.22
o01457,credit_card,25.95
o01458,credit_card,109.82
o01459,credit_card,81.62
o01460,boleto,222.65
o01461,credit_card,161.25
o01462,voucher,169.32
o01463,credit_card,73.81
o01464,boleto,72.0
o01465,voucher,82.13
o01466,credit_card,46.13
o01467,credit_card,67.28
o01468,credit_card,60.21
o01469,credit_card,128.93
o01470,credit_card,146.11
o01471,credit_card,95.26
o01472,credit_card,42.38
o01473,credit_card,192.59
o01474,boleto,109.48
o01475,boleto,78.95
o01476,voucher,90.11
o01477,credit_card,31.7
o01478,credit_card,60.27
o01479,credit_card,136.02
o01480,voucher,30.97
o01481,credit_card,30.53
o01482,credit_card,109.9
o01483,credit_card,86.49
o01484,credit_card,31.14
o01485,credit_card,57.41
o01486,credit_card,78.96
o01487,credit_card,73.83
o01488,credit_card,82.5
o01489,credit_card,55.19
o01490,credit_card,75.93
o01491,credit_card,95.16
o01492,credit_card,90.94
o01493,voucher,56.05
o01494,voucher,100.44
o01495,credit_card,40.01
o01496,credit_card,47.17
o01497,credit_card,109.8
o01498,credit_card,99.2
o01499,credit_card,58.71
o01500,credit_card,46.69
o01501,credit_card,49.88
o01502,credit_card,92.75
o01503,credit_card,83.02
o01504,debit_card,45.24
o01505,credit_card,98.79
o01506,credit_card,57.37
o01507,boleto,40.67
o01508,credit_card,52.52
o01509,credit_card,70.07
o01510,voucher,96.77
o01511,credit_card,93.17
o01512,boleto,63.19
o01513,credit_card,74.63
o01514,boleto,60.32
o01515,credit_card,45.28
o01516,boleto,64.46
o01517,credit_card,25.85
o01518,credit_card,147.93
o01519,credit_card,73.57
o01520,credit_card,84.86
o01521,credit_card,46.26
o01522,boleto,73.23
o01523,credit_card,80.04
o01524,credit_card,58.83
o01525,debit_card,60.48
o01526,credit_card,33.97
o01527,credit_card,180.43
o01528,credit_card,45.93
o01529,credit_card,48.89
o01530,boleto,154.12
o01531,debit_card,87.09
o01532,voucher,97.23
o01533,boleto,32.95
o01534,credit_card,72.74
o01535,credit_card,33.13
o01536,credit_card,42.68
o01537,credit_card,198.66
o01538,credit_card,38.97
o01539,credit_card,94.59
o01540,credit_card,40.73
o01541,boleto,43.15
o01542,credit_card,291.9
o01543,credit_card,63.36
o01544,credit_card,31.85
o01545,boleto,96.9
o01546,credit_card,129.97
o01547,credit_card,102.12
o01548,credit_card,60.5
o01549,credit_card,61.56
o01550,credit_card,50.43
o01551,credit_card,36.76
o01552,credit_card,79.21
o01553,credit_card,58.96
o01554,credit_card,33.37
o01555,credit_card,64.19
o01556,boleto,46.07
o01557,boleto,76.94
o01558,credit_card,72.87
o01559,credit_card,54.77
o01560,credit_card,65.8
o01561,boleto,68.83
o01562,credit_card,109.78
o01563,voucher,64.54
o01564,credit_card,51.04
o01565,credit_card,57.58
o01566,voucher,171.31
o01567,voucher,41.44
o01568,boleto,59.52
o01569,credit_card,59.07
o01570,credit_card,60.36
o01571,voucher,27.7
o01572,credit_card,36.17
o01573,credit_card,57.41
o01574,credit_card,49.75
o01575,credit_card,76.75
o01576,boleto,119.35
o01577,boleto,80.04
o01578,credit_card,70.19
o01579,credit_card,84.42
o01580,credit_card,73.68
o01581,voucher,65.52
o01582,credit_card,107.33
o01583,credit_card,13.21
o01584,voucher,56.62
o01585,credit_card,35.94
o01586,credit_card,48.93
o01587,credit_card,45.83
o01588,boleto,203.71
o01589,credit_card,123.65
o01590,credit_card,70.64
o01591,boleto,46.4
o01592,credit_card,106.7
o01593,credit_card,69.21
o01594,credit_card,56.68
o01595,credit_card,69.5
o01596,credit_card,57.46
o01597,voucher,83.87
o01598,credit_card,34.44
o01599,credit_card,83.55
o01600,boleto,57.42
o01601,credit_card,108.09
o01602,credit_card,125.41
o01603,credit_card,142.48
o01604,voucher,244.22
o01605,credit_card,214.49
o01606,voucher,139.38
o01607,boleto,106.11
o01608,credit_card,36.67
o01609,credit_card,20.54
o01610,credit_card,114.75
o01611,boleto,42.57
o01612,credit_card,332.95
o01613,boleto,30.21
o01614,credit_card,103.48
o01615,boleto,73.56
o01616,credit_card,31.8
o01617,credit_card,73.31
o01618,credit_card,45.16
o01619,voucher,63.47
o01620,boleto,63.94
o01621,credit_card,45.48
o01622,voucher,54.88
o01623,credit_card,43.39
o01624,credit_card,26.32
o01625,credit_card,70.07
o01626,credit_card,138.93
o01627,credit_card,44.63
o01628,boleto,186.25
o01629,credit_card,213.82
o01630,credit_card,52.55
o01631,credit_card,58.98
o01632,credit_card,53.07
o01633,boleto,36.93
o01634,credit_card,59.13
o01635,credit_card,55.76
o01636,boleto,69.43
o01637,credit_card,71.46
o01638,credit_card,35.63
o01639,credit_card,91.71
o01640,credit_card,58.76
o01641,boleto,38.9
o01642,credit_card,58.08
o01643,boleto,72.95
o01644,boleto,155.91
o01645,credit_card,139.99
o01646,credit_card,50.34
o01647,credit_card,60.86
o01648,boleto,42.77
o01649,credit_card,79.46
o01650,credit_card,51.73
o01651,boleto,59.79
o01652,credit_card,117.22
o01653,credit_card,35.57
o01654,voucher,140.2
o01655,credit_card,83.84
o01656,credit_card,136.04
o01657,credit_card,99.96
o01658,boleto,110.91
o01659,voucher,67.59
o01660,boleto,38.42
o01661,credit_card,48.46
o01662,boleto,43.98
o01663,credit_card,23.64
o01664,credit_card,117.09
o01665,credit_card,63.57
o01666,credit_card,42.29
o01667,credit_card,207.94
o01668,credit_card,277.24
o01669,credit_card,33.51
o01670,credit_card,59.1
o01671,credit_card,57.13
o01672,credit_card,40.68
o01673,credit_card,115.41
o01674,credit_card,23.77
o01675,credit_card,171.86
o01676,credit_card,69.13
o01677,credit_card,195.8
o01678,credit_card,66.04
o01679,credit_card,57.02
o01680,debit_card,29.38
o01681,credit_card,121.07
o01682,boleto,194.9
o01683,boleto,173.39
o01684,credit_card,28.18
o01685,credit_card,144.17
o01686,boleto,55.57
o01687,credit_card,62.41
o01688,credit_card,54.97
o01689,credit_card,48.45
o01690,credit_card,59.45
o01691,voucher,39.97
o01692,debit_card,144.74
o01693,credit_card,99.13
o01694,boleto,76.3
o01695,credit_card,54.96
o01696,credit_card,50.08
o01697,credit_card,85.76
o01698,boleto,77.71
o01699,boleto,126.43
o01700,debit_card,201.66
o01701,credit_card,50.51
o01702,credit_card,48.1
o01703,boleto,96.72
o01704,credit_card,109.11
o01705,boleto,261.36
o01706,credit_card,27.55
o01707,boleto,150.01
o01708,credit_card,72.78
o01709,credit_card,51.99
o01710,credit_card,86.41
o01711,credit_card,84.71
o01712,boleto,52.76
o01713,boleto,28.5
o01714,credit_card,150.35
o01715,credit_card,46.01
o01716,credit_card,42.59
o01717,credit_card,48.24
o01718,boleto,105.89
o01719,voucher,56.08
o01720,credit_card,48.71
o01721,credit_card,83.18
o01722,voucher,76.69
o01723,credit_card,49.25
o01724,credit_card,28.25
o01725,credit_card,104.47
o01726,boleto,77.49
o01727,credit_card,24.28
o01728,voucher,164.91
o01729,credit_card,23.84
o01730,boleto,44.2
o01731,credit_card,45.62
o01732,boleto,49.62
o01733,credit_card,48.81
o01734,credit_card,34.93
o01735,credit_card,73.44
o01736,boleto,115.13
o01737,credit_card,72.89
o01738,boleto,79.88
o01739,credit_card,56.75
o01740,credit_card,71.35
o01741,credit_card,83.26
o01742,credit_card,99.16
o01743,credit_card,46.87
o01744,credit_card,43.9
o01745,credit_card,20.69
o01746,credit_card,198.74
o01747,credit_card,189.98
o01748,credit_card,64.89
o01749,credit_card,66.86
o01750,voucher,157.07
o01751,voucher,35.45
o01752,credit_card,41.72
o01753,credit_card,163.6
o01754,credit_card,56.45
o01755,boleto,38.93
o01756,debit_card,86.02
o01757,credit_card,47.0
o01758,boleto,145.36
o01759,credit_card,71.03
o01760,credit_card,47.95
o01761,credit_card,49.27
o01762,credit_card,83.7
o01763,voucher,60.08
o01764,voucher,56.0
o01765,credit_card,101.41
o01766,credit_card,158.52
o01767,credit_card,93.27
o01768,credit_card,45.18
o01769,credit_card,37.8
o01770,credit_card,97.96
o01771,credit_card,93.16
o01772,credit_card,53.94
o01773,credit_card,60.7
o01774,boleto,46.47
o01775,credit_card,38.23
o01776,credit_card,48.4
o01777,credit_card,18.5
o01778,credit_card,128.32
o01779,credit_card,32.67
o01780,credit_card,65.62
o01781,credit_card,22.15
o01782,voucher,91.37
o01783,credit_card,107.92
o01784,credit_card,68.84
o01785,credit_card,63.56
o01786,credit_card,46.37
o01787,credit_card,126.34
o01788,credit_card,29.48
o01789,voucher,52.14
o01790,credit_card,43.7
o01791,credit_card,42.95
o01792,credit_card,124.27
o01793,credit_card,61.49
o01794,boleto,46.19
o01795,credit_card,78.9
o01796,credit_card,75.31
o01797,voucher,106.75
o01798,debit_card,83.76
o01799,credit_card,63.0
o01800,debit_card,65.35
o01801,debit_card,28.58
o01802,voucher,81.69
o01803,credit_card,40.46
o01804,credit_card,74.45
o01805,credit_card,156.12
o01806,credit_card,68.88
o01807,credit_card,54.69
o01808,credit_card,54.32
o01809,debit_card,79.82
o01810,credit_card,72.22
o01811,voucher,93.87
o01812,credit_card,47.69
o01813,credit_card,59.65
o01814,credit_card,103.11
o01815,credit_card,108.01
o01816,credit_card,108.52
o01817,boleto,96.8
o01818,credit_card,98.72
o01819,boleto,74.37
o01820,credit_card,32.1
o01821,voucher,33.55
o01822,credit_card,68.16
o01823,credit_card,69.78
o01824,credit_card,42.47
o01825,credit_card,43.8
o01826,credit_card,62.79
o01827,boleto,220.03
o01828,credit_card,38.81
o01829,credit_card,53.25
o01830,credit_card,106.65
o01831,boleto,95.52
o01832,credit_card,77.55
o01833,boleto,25.83
o01834,boleto,57.93
o01835,boleto,179.27
o01836,credit_card,43.09
o01837,credit_card,42.28
o01838,credit_card,151.56
o01839,credit_card,62.72
o01840,credit_card,26.71
o01841,credit_card,36.48
o01842,credit_card,48.3
o01843,credit_card,75.5
o01844,credit_card,59.09
o01845,voucher,41.36
o01846,credit_card,59.54
o01847,boleto,43.07
o01848,credit_card,186.58
o01849,credit_card,35.54
o01850,credit_card,51.44
o01851,credit_card,47.79
o01852,credit_card,48.19
o01853,boleto,37.45
o01854,boleto,144.03
o01855,credit_card,232.6
o01856,credit_card,80.69
o01857,credit_card,76.81
o01858,credit_card,29.0
o01859,credit_card,141.74
o01860,credit_card,43.05
o01861,credit_card,27.51
o01862,credit_card,89.09
o01863,boleto,118.51
o01864,boleto,140.83
o01865,credit_card,51.78
o01866,voucher,48.76
o01867,credit_card,73.42
o01868,credit_card,59.1
o01869,debit_card,90.12
o01870,credit_card,73.86
o01871,debit_card,24.53
o01872,credit_card,41.35
o01873,debit_card,143.82
o01874,credit_card,90.44
o01875,boleto,116.8
o01876,credit_card,41.7
o01877,credit_card,88.94
o01878,boleto,15.12
o01879,credit_card,103.59
o01880,credit_card,72.27
o01881,credit_card,37.25
o01882,credit_card,68.62
o01883,credit_card,97.81
o01884,credit_card,121.78
o01885,credit_card,30.14
o01886,boleto,71.49
o01887,credit_card,33.27
o01888,credit_card,98.57
o01889,credit_card,114.35
o01890,credit_card,39.87
o01891,boleto,36.38
o01892,credit_card,47.6
o01893,boleto,60.25
o01894,credit_card,44.51
o01895,credit_card,103.82
o01896,credit_card,122.17
o01897,voucher,69.87
o01898,credit_card,45.25
o01899,credit_card,59.11
o01900,boleto,69.86
o01901,credit_card,57.78
o01902,debit_card,63.02
o01903,boleto,116.22
o01904,credit_card,43.83
o01905,credit_card,197.47
o01906,credit_card,71.0
o01907,boleto,56.19
o01908,credit_card,43.31
o01909,credit_card,45.14
o01910,credit_card,66.35
o01911,boleto,70.73
o01912,boleto,55.17
o01913,credit_card,33.14
o01914,credit_card,66.36
o01915,boleto,45.55
o01916,credit_card,26.66
o01917,credit_card,92.13
o01918,boleto,28.46
o01919,credit_card,53.97
o01920,credit_card,62.12
o01921,credit_card,132.57
o01922,credit_card,27.28
o01923,credit_card,97.92
o01924,voucher,107.06
o01925,credit_card,158.95
o01926,voucher,119.53
o01927,voucher,63.21
o01928,debit_card,29.13
o01929,credit_card,100.48
o01930,boleto,136.66
o01931,credit_card,24.26
o01932,credit_card,33.01
o01933,boleto,74.69
o01934,debit_card,106.34
o01935,credit_card,90.24
o01936,debit_card,78.4
o01937,boleto,157.46
o01938,credit_card,55.12
o01939,credit_card,44.63
o01940,boleto,49.86
o01941,credit_card,75.55
o01942,boleto,61.96
o01943,credit_card,109.93
o01944,credit_card,45.86
o01945,boleto,80.99
o01946,debit_card,100.69
o01947,credit_card,136.61
o01948,credit_card,35.78
o01949,credit_card,49.38
o01950,debit_card,59.61
o01951,boleto,30.97
o01952,credit_card,78.06
o01953,credit_card,77.39
o01954,credit_card,73.79
o01955,credit_card,57.74
o01956,boleto,127.23
o01957,credit_card,50.01
o01958,credit_card,120.03
o01959,credit_card,49.45
o01960,credit_card,35.33
o01961,debit_card,63.49
o01962,credit_card,69.93
o01963,credit_card,81.72
o01964,credit_card,21.13
o01965,credit_card,54.58
o01966,credit_card,187.6
o01967,credit_card,47.64
o01968,boleto,107.23
o01969,credit_card,339.37
o01970,boleto,212.28
o01971,voucher,37.88
o01972,credit_card,101.93
o01973,voucher,105.73
o01974,boleto,92.57
o01975,credit_card,34.95
o01976,boleto,73.47
o01977,credit_card,73.19
o01978,credit_card,32.68
o01979,credit_card,56.18
o01980,credit_card,75.27
o01981,credit_card,62.5
o01982,boleto,96.52
o01983,credit_card,55.45
o01984,credit_card,69.41
o01985,voucher,111.39
o01986,credit_card,172.5
o01987,credit_card,34.59
o01988,voucher,94.4
o01989,boleto,50.96
o01990,credit_card,82.3
o01991,credit_card,33.37
o01992,boleto,128.94
o01993,credit_card,43.15
o01994,credit_card,112.61
o01995,credit_card,35.48
o01996,credit_card,30.22
o01997,credit_card,58.48
o01998,credit_card,73.86
o01999,credit_card,226.35
o02000,credit_card,72.88
o02001,credit_card,37.83
o02002,credit_card,101.83
o02003,credit_card,142.8
o02004,credit_card,41.96
o02005,credit_card,110.12
o02006,credit_card,131.4
o02007,boleto,103.29
o02008,credit_card,46.42
o02009,credit_card,74.29
o02010,credit_card,82.24
o02011,voucher,126.56
o02012,credit_card,48.0
o02013,debit_card,111.8
o02014,credit_card,61.34
o02015,credit_card,54.58
o02016,credit_card,68.05
o02017,credit_card,19.53
o02018,credit_card,22.33
o02019,credit_card,25.17
o02020,credit_card,84.31
o02021,credit_card,57.85
o02022,credit_card,46.49
o02023,boleto,64.8
o02024,credit_card,113.39
o02025,voucher,24.08
o02026,credit_card,63.2
o02027,credit_card,37.34
o02028,credit_card,253.83
o02029,boleto,66.58
o02030,credit_card,132.14
o02031,credit_card,103.87
o02032,voucher,52.72
o02033,credit_card,170.79
o02034,voucher,19.68
o02035,credit_card,48.43
o02036,credit_card,83.47
o02037,credit_card,77.31
o02038,credit_card,81.44
o02039,credit_card,151.83
o02040,credit_card,67.53
o02041,voucher,228.95
o02042,credit_card,74.7
o02043,boleto,76.77
o02044,credit_card,219.39
o02045,credit_card,125.86
o02046,credit_card,29.54
o02047,boleto,49.37
o02048,boleto,70.12
o02049,credit_card,149.76
o02050,credit_card,159.55
o02051,credit_card,65.39
o02052,credit_card,48.54
o02053,credit_card,60.54
o02054,credit_card,71.53
o02055,credit_card,58.36
o02056,credit_card,134.28
o02057,credit_card,55.42
o02058,credit_card,42.24
o02059,credit_card,59.86
o02060,credit_card,79.54
o02061,credit_card,135.88
o02062,credit_card,40.62
o02063,credit_card,79.82
o02064,credit_card,81.2
o02065,credit_card,90.0
o02066,debit_card,55.39
o02067,credit_card,89.12
o02068,credit_card,102.3
o02069,credit_card,55.08
o02070,credit_card,74.64
o02071,credit_card,61.81
o02072,credit_card,45.05
o02073,boleto,33.77
o02074,boleto,48.42
o02075,credit_card,50.18
o02076,credit_card,33.52
o02077,credit_card,85.78
o02078,credit_card,106.67
o02079,credit_card,60.93
o02080,credit_card,65.8
o02081,credit_card,51.89
o02082,credit_card,63.82
o02083,credit_card,89.5
o02084,credit_card,79.91
o02085,boleto,63.62
o02086,boleto,50.17
o02087,credit_card,101.4
o02088,credit_card,52.8
o02089,boleto,34.77
o02090,voucher,72.21
o02091,credit_card,27.12
o02092,voucher,78.1
o02093,credit_card,81.33
o02094,credit_card,48.16
o02095,credit_card,51.66
o02096,credit_card,110.12
o02097,credit_card,204.38
o02098,credit_card,67.78
o02099,voucher,22.57
o02100,credit_card,48.65
o02101,voucher,81.74
o02102,credit_card,62.3
o02103,boleto,78.71
o02104,credit_card,72.34
o02105,credit_card,73.33
o02106,credit_card,23.34
o02107,credit_card,51.58
o02108,voucher,49.13
o02109,credit_card,48.78
o02110,credit_card,93.41
o02111,credit_card,36.27
o02112,credit_card,23.39
o02113,credit_card,48.24
o02114,voucher,43.45
o02115,credit_card,68.02
o02116,debit_card,43.3
o02117,credit_card,57.63
o02118,credit_card,53.46
o02119,credit_card,131.53
o02120,credit_card,43.85
o02121,credit_card,90.23
o02122,credit_card,63.4
o02123,credit_card,111.57
o02124,voucher,157.77
o02125,credit_card,62.88
o02126,credit_card,27.49
o02127,boleto,36.39
o02128,credit_card,32.44
o02129,credit_card,51.72
o02130,boleto,47.73
o02131,boleto,74.26
o02132,credit_card,106.44
o02133,credit_card,26.23
o02134,credit_card,65.96
o02135,credit_card,44.45
o02136,credit_card,67.19
o02137,voucher,51.83
o02138,credit_card,96.1
o02139,boleto,37.6
o02140,credit_card,45.84
o02141,credit_card,60.6
o02142,boleto,54.59
o02143,voucher,60.41
o02144,voucher,29.01
o02145,credit_card,142.46
o02146,boleto,49.85
o02147,credit_card,38.81
o02148,debit_card,37.64
o02149,boleto,61.34
o02150,credit_card,66.26
o02151,credit_card,184.9
o02152,credit_card,116.81
o02153,credit_card,54.02
o02154,credit_card,163.13
o02155,credit_card,142.67
o02156,credit_card,38.99
o02157,boleto,215.53
o02158,voucher,50.3
o02159,voucher,70.46
o02160,boleto,129.01
o02161,boleto,26.29
o02162,credit_card,60.43
o02163,credit_card,76.47
o02164,boleto,114.18
o02165,credit_card,64.57
o02166,credit_card,26.44
o02167,boleto,183.94
o02168,credit_card,65.81
o02169,credit_card,78.12
o02170,credit_card,30.45
o02171,voucher,138.66
o02172,boleto,50.67
o02173,credit_card,44.53
o02174,boleto,119.71
o02175,boleto,32.06
o02176,debit_card,78.75
o02177,credit_card,43.87
o02178,credit_card,84.0
o02179,voucher,96.94
o02180,credit_card,49.77
o02181,credit_card,133.52
o02182,credit_card,65.87
o02183,credit_card,185.82
o02184,boleto,120.63
o02185,credit_card,69.89
o02186,debit_card,20.43
o02187,credit_card,69.61
o02188,boleto,33.55
o02189,credit_card,119.61
o02190,credit_card,47.38
o02191,credit_card,74.03
o02192,credit_card,184.67
o02193,credit_card,131.95
