order_id,customer_id,order_status,order_purchase_timestamp,order_delivered_customer_date
o00905,c0196,delivered,2017-08-21 07:00:00,2017-09-09 07:00:00
o00906,c0196,delivered,2017-07-22 18:00:00,2017-07-28 18:00:00
o00907,c0197,delivered,2017-02-22 07:00:00,2017-03-10 07:00:00
o00908,c0197,delivered,2017-05-17 03:00:00,2017-06-05 03:00:00
o00909,c0197,delivered,2017-10-27 10:00:00,2017-11-03 10:00:00
o00910,c0197,delivered,2017-01-11 01:00:00,2017-01-28 01:00:00
o00911,c0197,delivered,2017-02-18 05:00:00,2017-03-12 05:00:00
o00912,c0197,delivered,2017-07-29 17:00:00,2017-08-07 17:00:00
o00913,c0197,delivered,2018-07-21 19:00:00,2018-08-02 19:00:00
o00914,c0198,delivered,2018-02-21 09:00:00,2018-03-16 09:00:00
o00915,c0198,delivered,2017-08-06 20:00:00,2017-08-22 20:00:00
o00916,c0198,delivered,2018-01-27 08:00:00,2018-02-17 08:00:00
o00917,c0198,delivered,2018-03-30 19:00:00,2018-04-19 19:00:00
o00918,c0198,delivered,2017-04-06 21:00:00,2017-04-27 21:00:00
o00919,c0198,delivered,2017-05-28 23:00:00,2017-06-11 23:00:00
o00920,c0199,delivered,2017-07-15 05:00:00,2017-07-25 05:00:00
o00921,c0200,delivered,2017-01-23 16:00:00,2017-02-10 16:00:00
o00922,c0200,delivered,2018-02-11 13:00:00,2018-02-21 13:00:00
o00923,c0200,delivered,2018-03-17 20:00:00,2018-03-21 20:00:00
o00924,c0200,delivered,2017-08-21 23:00:00,2017-09-11 23:00:00
o00925,c0200,delivered,2018-08-28 04:00:00,2018-09-09 04:00:00
o00926,c0201,delivered,2017-03-21 20:00:00,2017-04-03 20:00:00
o00927,c0201,delivered,2017-05-29 02:00:00,2017-06-16 02:00:00
o00928,c0201,delivered,2018-05-09 21:00:00,2018-06-02 21:00:00
o00929,c0202,delivered,2018-05-11 18:00:00,2018-05-31 18:00:00
o00930,c0202,delivered,2018-08-31 11:00:00,2018-09-19 11:00:00
o00931,c0202,delivered,2018-05-14 02:00:00,2018-05-31 02:00:00
o00932,c0203,delivered,2017-07-26 03:00:00,2017-07-31 03:00:00
o00933,c0203,delivered,2017-03-11 21:00:00,2017-03-30 21:00:00
o00934,c0203,delivered,2017-03-04 15:00:00,2017-03-21 15:00:00
o00935,c0203,delivered,2017-11-12 14:00:00,2017-12-04 14:00:00
o00936,c0203,delivered,2017-11-12 15:00:00,2017-11-27 15:00:00
o00937,c0203,delivered,2017-08-29 21:00:00,2017-09-09 21:00:00
o00938,c0204,delivered,2018-05-02 14:00:00,2018-05-19 14:00:00
o00939,c0204,delivered,2018-04-08 17:00:00,2018-04-22 17:00:00
o00940,c0204,delivered,2018-01-10 12:00:00,2018-01-19 12:00:00
o00941,c0204,delivered,2018-03-18 21:00:00,2018-04-05 21:00:00
o00942,c0205,delivered,2018-04-15 19:00:00,2018-04-25 19:00:00
o00943,c0206,delivered,2017-02-08 08:00:00,2017-02-27 08:00:00
o00944,c0206,delivered,2018-05-11 12:00:00,2018-05-30 12:00:00
o00945,c0206,delivered,2017-02-15 15:00:00,2017-03-04 15:00:00
o00946,c0206,delivered,2017-11-05 17:00:00,2017-11-18 17:00:00
o00947,c0206,delivered,2017-11-15 14:00:00,2017-12-05 14:00:00
o00948,c0206,delivered,2017-06-01 07:00:00,2017-06-12 07:00:00
o00949,c0206,delivered,2017-05-03 08:00:00,2017-05-13 08:00:00
o00950,c0206,delivered,2017-07-11 09:00:00,2017-07-24 09:00:00
o00951,c0207,delivered,2018-02-28 07:00:00,2018-03-21 07:00:00
o00952,c0207,delivered,2017-10-19 17:00:00,2017-10-23 17:00:00
o00953,c0207,delivered,2017-04-16 10:00:00,2017-04-26 10:00:00
o00954,c0207,delivered,2017-10-29 03:00:00,2017-11-10 03:00:00
o00955,c0207,delivered,2018-02-22 17:00:00,2018-03-01 17:00:00
o00956,c0208,delivered,2017-07-29 12:00:00,2017-08-11 12:00:00
o00957,c0208,delivered,2018-04-27 09:00:00,2018-05-14 09:00:00
o00958,c0208,delivered,2018-06-22 07:00:00,2018-07-12 07:00:00
o00959,c0208,delivered,2017-07-22 08:00:00,2017-08-08 08:00:00
o00960,c0208,delivered,2018-01-14 13:00:00,2018-01-21 13:00:00
o00961,c0208,delivered,2017-02-28 21:00:00,2017-03-22 21:00:00
o00962,c0209,delivered,2018-06-24 12:00:00,2018-07-16 12:00:00
o00963,c0209,delivered,2017-10-15 01:00:00,2017-10-21 01:00:00
o00964,c0210,delivered,2017-06-15 09:00:00,2017-07-08 09:00:00
o00965,c0210,delivered,2017-07-22 14:00:00,2017-07-30 14:00:00
o00966,c0211,delivered,2018-01-27 13:00:00,2018-02-01 13:00:00
o00967,c0211,delivered,2017-10-09 02:00:00,2017-10-31 02:00:00
o00968,c0211,delivered,2018-03-05 22:00:00,2018-03-27 22:00:00
o00969,c0212,delivered,2017-05-14 16:00:00,2017-05-18 16:00:00
o00970,c0212,delivered,2018-08-08 18:00:00,2018-08-25 18:00:00
o00971,c0212,delivered,2018-08-28 20:00:00,2018-09-18 20:00:00
o00972,c0212,delivered,2017-03-02 00:00:00,2017-03-26 00:00:00
o00973,c0212,delivered,2017-06-02 10:00:00,2017-06-04 10:00:00
o00974,c0212,delivered,2018-01-14 19:00:00,2018-02-04 19:00:00
o00975,c0212,delivered,2017-12-20 15:00:00,2018-01-02 15:00:00
o00976,c0212,delivered,2017-09-29 13:00:00,2017-10-22 13:00:00
o00977,c0212,delivered,2017-06-03 11:00:00,2017-06-18 11:00:00
o00978,c0213,delivered,2017-12-13 00:00:00,2017-12-21 00:00:00
o00979,c0213,delivered,2018-01-28 16:00:00,2018-02-15 16:00:00
o00980,c0213,delivered,2018-08-26 16:00:00,2018-09-10 16:00:00
o00981,c0214,delivered,2017-07-21 08:00:00,2017-08-11 08:00:00
o00982,c0214,delivered,2017-10-12 17:00:00,2017-10-16 17:00:00
o00983,c0214,delivered,2017-03-20 05:00:00,2017-03-26 05:00:00
o00984,c0214,delivered,2018-01-05 15:00:00,2018-01-19 15:00:00
o00985,c0215,delivered,2017-06-25 13:00:00,2017-06-29 13:00:00
o00986,c0215,delivered,2017-10-15 03:00:00,2017-10-18 03:00:00
o00987,c0215,delivered,2017-04-11 02:00:00,2017-04-23 02:00:00
o00988,c0215,delivered,2017-11-28 14:00:00,2017-12-10 14:00:00
o00989,c0215,delivered,2017-04-18 00:00:00,2017-05-06 00:00:00
o00990,c0216,delivered,2018-08-21 06:00:00,2018-08-27 06:00:00
o00991,c0216,delivered,2017-07-09 05:00:00,2017-07-16 05:00:00
o00992,c0216,delivered,2017-10-28 18:00:00,2017-11-15 18:00:00
o00993,c0216,delivered,2018-08-07 08:00:00,2018-08-20 08:00:00
o00994,c0216,delivered,2017-08-20 01:00:00,2017-08-30 01:00:00
o00995,c0216,delivered,2017-06-08 11:00:00,2017-06-13 11:00:00
o00996,c0217,delivered,2018-03-27 20:00:00,2018-04-20 20:00:00
o00997,c0217,delivered,2017-02-21 02:00:00,2017-03-17 02:00:00
o00998,c0217,delivered,2018-05-31 14:00:00,2018-06-09 14:00:00
o00999,c0217,delivered,2017-11-11 12:00:00,2017-12-02 12:00:00
o01000,c0217,delivered,2017-11-18 00:00:00,2017-12-06 00:00:00
o01001,c0217,delivered,2018-04-18 07:00:00,2018-04-22 07:00:00
o01002,c0218,delivered,2017-03-28 20:00:00,2017-04-09 20:00:00
o01003,c0218,delivered,2017-11-18 23:00:00,2017-11-21 23:00:00
o01004,c0218,delivered,2017-05-06 19:00:00,2017-05-20 19:00:00
o01005,c0218,delivered,2017-01-17 16:00:00,2017-01-22 16:00:00
o01006,c0218,delivered,2018-04-21 19:00:00,2018-05-11 19:00:00
o01007,c0219,delivered,2017-10-10 06:00:00,2017-11-01 06:00:00
o01008,c0219,delivered,2017-12-06 15:00:00,2017-12-11 15:00:00
o01009,c0219,delivered,2018-01-15 13:00:00,2018-01-23 13:00:00
o01010,c0220,delivered,2018-04-12 03:00:00,2018-04-30 03:00:00
o01011,c0220,delivered,2018-08-08 13:00:00,2018-08-12 13:00:00
o01012,c0220,delivered,2017-12-03 12:00:00,2017-12-17 12:00:00
o01013,c0220,delivered,2017-06-15 15:00:00,2017-06-23 15:00:00
o01014,c0221,delivered,2017-12-06 14:00:00,2017-12-22 14:00:00
o01015,c0221,delivered,2018-05-01 21:00:00,2018-05-20 21:00:00
o01016,c0221,delivered,2018-04-29 20:00:00,2018-05-06 20:00:00
o01017,c0221,delivered,2017-06-28 12:00:00,2017-07-10 12:00:00
o01018,c0221,delivered,2018-03-03 00:00:00,2018-03-08 00:00:00
o01019,c0221,delivered,2018-03-31 19:00:00,2018-04-08 19:00:00
o01020,c0221,delivered,2017-07-09 13:00:00,2017-07-21 13:00:00
o01021,c0221,delivered,2017-04-13 12:00:00,2017-05-03 12:00:00
o01022,c0222,delivered,2018-03-20 19:00:00,2018-04-05 19:00:00
o01023,c0222,delivered,2018-06-18 05:00:00,2018-06-21 05:00:00
o01024,c0222,delivered,2017-03-11 23:00:00,2017-03-27 23:00:00
o01025,c0222,delivered,2017-05-31 20:00:00,2017-06-09 20:00:00
o01026,c0223,delivered,2017-12-30 05:00:00,2018-01-03 05:00:00
o01027,c0223,delivered,2017-06-12 05:00:00,2017-06-26 05:00:00
o01028,c0223,delivered,2017-01-13 05:00:00,2017-01-28 05:00:00
o01029,c0223,delivered,2017-08-28 15:00:00,2017-09-14 15:00:00
o01030,c0223,delivered,2018-08-10 20:00:00,2018-08-17 20:00:00
o01031,c0223,delivered,2018-02-26 15:00:00,2018-03-13 15:00:00
o01032,c0223,delivered,2018-05-01 03:00:00,2018-05-11 03:00:00
o01033,c0224,delivered,2018-05-12 21:00:00,2018-05-14 21:00:00
o01034,c0224,delivered,2017-10-14 06:00:00,2017-10-19 06:00:00
o01035,c0224,delivered,2017-02-04 12:00:00,2017-02-21 12:00:00
o01036,c0225,delivered,2017-11-20 08:00:00,2017-12-09 08:00:00
o01037,c0226,delivered,2018-02-01 21:00:00,2018-02-10 21:00:00
o01038,c0226,delivered,2017-05-26 10:00:00,2017-06-08 10:00:00
o01039,c0226,delivered,2017-10-06 19:00:00,2017-10-09 19:00:00
o01040,c0226,delivered,2017-11-17 10:00:00,2017-11-23 10:00:00
o01041,c0227,delivered,2018-01-25 19:00:00,2018-02-08 19:00:00
o01042,c0227,delivered,2017-02-21 01:00:00,2017-03-04 01:00:00
o01043,c0227,delivered,2018-02-11 07:00:00,2018-02-20 07:00:00
o01044,c0227,delivered,2018-06-07 00:00:00,2018-06-10 00:00:00
o01045,c0228,delivered,2017-04-05 23:00:00,2017-04-18 23:00:00
o01046,c0228,delivered,2017-04-07 07:00:00,2017-05-01 07:00:00
o01047,c0228,delivered,2018-02-27 05:00:00,2018-03-06 05:00:00
o01048,c0228,delivered,2017-02-15 18:00:00,2017-02-20 18:00:00
o01049,c0228,delivered,2017-06-24 08:00:00,2017-07-10 08:00:00
o01050,c0228,delivered,2018-01-04 19:00:00,2018-01-12 19:00:00
o01051,c0229,delivered,2017-08-23 09:00:00,2017-08-26 09:00:00
o01052,c0229,delivered,2018-03-25 12:00:00,2018-04-06 12:00:00
o01053,c0229,delivered,2018-08-29 04:00:00,2018-09-22 04:00:00
o01054,c0229,delivered,2018-02-18 05:00:00,2018-03-07 05:00:00
o01055,c0229,delivered,2018-04-05 08:00:00,2018-04-14 08:00:00
o01056,c0229,delivered,2018-05-23 03:00:00,2018-05-25 03:00:00
o01057,c0229,delivered,2018-02-09 21:00:00,2018-02-22 21:00:00
o01058,c0230,delivered,2017-03-24 12:00:00,2017-03-31 12:00:00
o01059,c0230,delivered,2018-05-19 14:00:00,2018-05-28 14:00:00
o01060,c0230,delivered,2018-01-15 16:00:00,2018-02-01 16:00:00
o01061,c0230,delivered,2017-08-11 13:00:00,2017-08-13 13:00:00
o01062,c0230,delivered,2017-09-03 09:00:00,2017-09-17 09:00:00
o01063,c0230,delivered,2018-08-01 22:00:00,2018-08-14 22:00:00
o01064,c0231,delivered,2018-01-28 02:00:00,2018-02-10 02:00:00
o01065,c0231,delivered,2018-02-23 16:00:00,2018-03-19 16:00:00
o01066,c0231,delivered,2017-10-11 21:00:00,2017-11-04 21:00:00
o01067,c0231,delivered,2017-12-14 02:00:00,2017-12-24 02:00:00
o01068,c0231,delivered,2018-04-10 13:00:00,2018-05-03 13:00:00
o01069,c0231,delivered,2018-05-12 01:00:00,2018-06-02 01:00:00
o01070,c0231,delivered,2017-08-06 19:00:00,2017-08-19 19:00:00
o01071,c0232,delivered,2017-10-04 01:00:00,2017-10-08 01:00:00
o01072,c0232,delivered,2017-12-28 13:00:00,2018-01-11 13:00:00
o01073,c0232,delivered,2017-04-06 12:00:00,2017-04-09 12:00:00
o01074,c0232,delivered,2017-03-29 11:00:00,2017-04-14 11:00:00
o01075,c0232,delivered,2018-02-03 23:00:00,2018-02-24 23:00:00
o01076,c0232,delivered,2017-08-19 18:00:00,2017-08-23 18:00:00
o01077,c0232,delivered,2018-06-06 09:00:00,2018-06-25 09:00:00
o01078,c0233,delivered,2018-08-14 16:00:00,2018-09-06 16:00:00
o01079,c0233,delivered,2017-01-07 04:00:00,2017-01-23 04:00:00
o01080,c0233,delivered,2017-11-25 02:00:00,2017-12-13 02:00:00
o01081,c0233,delivered,2017-02-05 23:00:00,2017-02-10 23:00:00
o01082,c0233,delivered,2017-09-28 19:00:00,2017-10-11 19:00:00
o01083,c0233,delivered,2018-03-29 16:00:00,2018-04-21 16:00:00
o01084,c0233,delivered,2017-10-10 23:00:00,2017-10-23 23:00:00
o01085,c0234,delivered,2018-06-28 17:00:00,2018-07-03 17:00:00
o01086,c0234,delivered,2018-01-27 21:00:00,2018-01-31 21:00:00
o01087,c0234,delivered,2018-05-25 02:00:00,2018-06-16 02:00:00
o01088,c0235,delivered,2018-04-25 03:00:00,2018-05-13 03:00:00
o01089,c0235,delivered,2017-03-13 13:00:00,2017-04-05 13:00:00
o01090,c0235,delivered,2017-05-06 04:00:00,2017-05-17 04:00:00
o01091,c0235,delivered,2017-08-13 01:00:00,2017-08-25 01:00:00
o01092,c0235,delivered,2017-06-07 02:00:00,2017-06-15 02:00:00
o01093,c0235,delivered,2017-01-13 21:00:00,2017-02-06 21:00:00
o01094,c0236,delivered,2017-08-12 21:00:00,2017-08-24 21:00:00
o01095,c0236,delivered,2018-07-09 04:00:00,2018-07-17 04:00:00
o01096,c0236,delivered,2018-03-26 05:00:00,2018-04-15 05:00:00
o01097,c0236,delivered,2017-09-16 09:00:00,2017-09-28 09:00:00
o01098,c0237,delivered,2018-05-01 00:00:00,2018-05-20 00:00:00
o01099,c0237,delivered,2018-04-19 19:00:00,2018-05-13 19:00:00
o01100,c0238,delivered,2018-04-21 12:00:00,2018-05-03 12:00:00
o01101,c0238,delivered,2017-08-25 19:00:00,2017-09-05 19:00:00
o01102,c0239,delivered,2017-12-15 02:00:00,2017-12-24 02:00:00
o01103,c0239,delivered,2017-06-11 10:00:00,2017-06-24 10:00:00
o01104,c0239,delivered,2018-03-12 10:00:00,2018-03-17 10:00:00
o01105,c0239,delivered,2017-11-28 01:00:00,2017-12-19 01:00:00
o01106,c0239,delivered,2018-04-14 05:00:00,2018-04-22 05:00:00
o01107,c0240,delivered,2017-01-17 08:00:00,2017-01-19 08:00:00
o01108,c0240,delivered,2018-07-24 03:00:00,2018-08-10 03:00:00
o01109,c0240,delivered,2017-12-13 05:00:00,2018-01-02 05:00:00
o01110,c0240,delivered,2017-03-08 21:00:00,2017-03-27 21:00:00
o01111,c0241,delivered,2018-01-22 21:00:00,2018-02-02 21:00:00
o01112,c0241,delivered,2017-06-21 03:00:00,2017-07-14 03:00:00
o01113,c0241,delivered,2017-09-02 19:00:00,2017-09-11 19:00:00
o01114,c0241,delivered,2018-08-04 20:00:00,2018-08-13 20:00:00
o01115,c0242,delivered,2017-10-23 19:00:00,2017-10-30 19:00:00
o01116,c0242,delivered,2017-01-15 06:00:00,2017-01-30 06:00:00
o01117,c0242,delivered,2017-03-24 08:00:00,2017-04-16 08:00:00
o01118,c0242,delivered,2017-02-15 01:00:00,2017-02-26 01:00:00
o01119,c0242,delivered,2017-01-08 00:00:00,2017-01-14 00:00:00
o01120,c0242,delivered,2017-03-04 19:00:00,2017-03-08 19:00:00
o01121,c0243,delivered,2017-11-15 16:00:00,2017-12-01 16:00:00
o01122,c0243,delivered,2018-02-02 08:00:00,2018-02-24 08:00:00
o01123,c0243,delivered,2017-02-11 02:00:00,2017-03-04 02:00:00
o01124,c0243,delivered,2017-02-11 04:00:00,2017-02-16 04:00:00
o01125,c0244,delivered,2017-01-21 02:00:00,2017-02-05 02:00:00
o01126,c0244,delivered,2018-02-07 01:00:00,2018-03-02 01:00:00
o01127,c0245,delivered,2017-02-28 16:00:00,2017-03-20 16:00:00
o01128,c0245,delivered,2017-11-13 11:00:00,2017-11-17 11:00:00
o01129,c0246,delivered,2017-05-27 20:00:00,2017-06-06 20:00:00
o01130,c0246,delivered,2017-01-21 17:00:00,2017-02-07 17:00:00
o01131,c0246,delivered,2017-02-10 01:00:00,2017-02-14 01:00:00
o01132,c0246,delivered,2017-01-31 14:00:00,2017-02-05 14:00:00
o01133,c0246,delivered,2018-01-05 04:00:00,2018-01-29 04:00:00
o01134,c0246,delivered,2018-03-18 08:00:00,2018-03-29 08:00:00
o01135,c0246,delivered,2017-02-09 01:00:00,2017-02-23 01:00:00
o01136,c0247,delivered,2017-01-14 15:00:00,2017-01-24 15:00:00
o01137,c0247,delivered,2017-03-26 12:00:00,2017-04-09 12:00:00
o01138,c0247,delivered,2018-03-30 04:00:00,2018-04-13 04:00:00
o01139,c0247,delivered,2018-05-29 06:00:00,2018-06-19 06:00:00
o01140,c0248,delivered,2018-03-16 10:00:00,2018-04-07 10:00:00
o01141,c0248,delivered,2018-08-11 05:00:00,2018-09-04 05:00:00
o01142,c0248,delivered,2017-01-02 03:00:00,2017-01-04 03:00:00
o01143,c0248,delivered,2017-08-12 22:00:00,2017-08-27 22:00:00
o01144,c0249,delivered,2018-01-10 02:00:00,2018-01-23 02:00:00
o01145,c0249,delivered,2017-08-21 11:00:00,2017-08-29 11:00:00
o01146,c0249,delivered,2017-05-03 22:00:00,2017-05-17 22:00:00
o01147,c0249,delivered,2017-09-08 01:00:00,2017-09-27 01:00:00
o01148,c0249,delivered,2017-10-15 09:00:00,2017-11-01 09:00:00
o01149,c0250,delivered,2017-03-22 12:00:00,2017-04-12 12:00:00
o01150,c0250,delivered,2017-10-10 00:00:00,2017-10-17 00:00:00
o01151,c0250,delivered,2017-02-04 12:00:00,2017-02-14 12:00:00
o01152,c0251,delivered,2017-03-22 16:00:00,2017-03-28 16:00:00
o01153,c0251,delivered,2017-07-27 23:00:00,2017-07-30 23:00:00
o01154,c0251,delivered,2017-05-31 07:00:00,2017-06-13 07:00:00
o01155,c0251,delivered,2017-05-29 23:00:00,2017-05-31 23:00:00
o01156,c0251,delivered,2018-07-31 12:00:00,2018-08-02 12:00:00
o01157,c0251,delivered,2017-03-12 02:00:00,2017-03-20 02:00:00
o01158,c0252,delivered,2017-07-22 15:00:00,2017-07-31 15:00:00
o01159,c0252,delivered,2018-03-17 07:00:00,2018-03-25 07:00:00
o01160,c0252,delivered,2017-06-17 07:00:00,2017-07-08 07:00:00
o01161,c0252,delivered,2017-05-31 06:00:00,2017-06-24 06:00:00
o01162,c0252,delivered,2018-02-02 04:00:00,2018-02-23 04:00:00
o01163,c0252,delivered,2017-04-22 03:00:00,2017-05-04 03:00:00
o01164,c0253,delivered,2018-02-25 04:00:00,2018-03-16 04:00:00
o01165,c0253,delivered,2017-04-06 18:00:00,2017-04-10 18:00:00
o01166,c0253,delivered,2017-10-10 15:00:00,2017-10-18 15:00:00
o01167,c0253,delivered,2018-01-08 16:00:00,2018-01-24 16:00:00
o01168,c0253,delivered,2017-08-30 18:00:00,2017-09-17 18:00:00
o01169,c0254,delivered,2017-07-18 17:00:00,2017-08-10 17:00:00
o01170,c0254,delivered,2018-05-12 17:00:00,2018-05-31 17:00:00
o01171,c0254,delivered,2018-05-05 06:00:00,2018-05-23 06:00:00
o01172,c0254,delivered,2017-05-02 08:00:00,2017-05-25 08:00:00
o01173,c0254,delivered,2017-06-22 20:00:00,2017-07-03 20:00:00
o01174,c0254,delivered,2017-05-08 02:00:00,2017-05-22 02:00:00
o01175,c0255,delivered,2017-10-02 12:00:00,2017-10-04 12:00:00
o01176,c0255,delivered,2017-06-13 00:00:00,2017-06-21 00:00:00
o01177,c0255,delivered,2018-07-21 03:00:00,2018-08-07 03:00:00
o01178,c0255,delivered,2017-01-04 13:00:00,2017-01-27 13:00:00
o01179,c0255,delivered,2017-07-27 04:00:00,2017-08-11 04:00:00
o01180,c0256,delivered,2017-06-19 21:00:00,2017-07-10 21:00:00
o01181,c0256,delivered,2018-02-01 15:00:00,2018-02-16 15:00:00
o01182,c0256,delivered,2018-03-24 11:00:00,2018-04-17 11:00:00
o01183,c0256,delivered,2017-07-30 00:00:00,2017-08-17 00:00:00
o01184,c0256,delivered,2018-02-07 23:00:00,2018-02-18 23:00:00
o01185,c0256,delivered,2017-09-16 13:00:00,2017-09-27 13:00:00
o01186,c0256,delivered,2018-04-23 10:00:00,2018-05-13 10:00:00
o01187,c0257,delivered,2017-09-16 05:00:00,2017-10-10 05:00:00
o01188,c0257,delivered,2017-11-17 16:00:00,2017-12-02 16:00:00
o01189,c0257,delivered,2017-08-07 23:00:00,2017-08-17 23:00:00
o01190,c0257,delivered,2018-08-27 10:00:00,2018-08-29 10:00:00
o01191,c0258,delivered,2017-01-23 23:00:00,2017-02-06 23:00:00
o01192,c0258,delivered,2017-08-24 19:00:00,2017-09-09 19:00:00
o01193,c0258,delivered,2018-02-06 16:00:00,2018-02-12 16:00:00
o01194,c0259,delivered,2017-02-23 17:00:00,2017-02-25 17:00:00
o01195,c0259,delivered,2018-03-14 03:00:00,2018-03-22 03:00:00
o01196,c0259,delivered,2018-03-07 14:00:00,2018-03-26 14:00:00
o01197,c0259,delivered,2018-01-07 01:00:00,2018-01-28 01:00:00
o01198,c0259,delivered,2017-05-12 03:00:00,2017-06-03 03:00:00
o01199,c0260,delivered,2017-04-29 12:00:00,2017-05-12 12:00:00
o01200,c0260,delivered,2018-04-13 01:00:00,2018-04-17 01:00:00
o01201,c0260,delivered,2017-09-10 11:00:00,2017-09-30 11:00:00
o01202,c0260,delivered,2018-01-04 03:00:00,2018-01-28 03:00:00
o01203,c0260,delivered,2017-10-07 23:00:00,2017-10-31 23:00:00
o01204,c0260,delivered,2017-02-01 12:00:00,2017-02-12 12:00:00
o01205,c0261,delivered,2017-10-30 07:00:00,2017-11-13 07:00:00
o01206,c0261,delivered,2017-10-27 04:00:00,2017-11-04 04:00:00
o01207,c0261,delivered,2017-03-31 20:00:00,2017-04-17 20:00:00
o01208,c0261,delivered,2017-08-24 09:00:00,2017-08-27 09:00:00
o01209,c0262,delivered,2017-06-26 22:00:00,2017-06-28 22:00:00
o01210,c0262,delivered,2017-03-30 20:00:00,2017-04-12 20:00:00
o01211,c0262,delivered,2017-01-20 11:00:00,2017-02-08 11:00:00
o01212,c0263,delivered,2017-07-29 09:00:00,2017-08-14 09:00:00
o01213,c0263,delivered,2017-12-31 21:00:00,2018-01-07 21:00:00
o01214,c0263,delivered,2017-06-17 03:00:00,2017-07-04 03:00:00
o01215,c0264,delivered,2017-11-21 08:00:00,2017-12-08 08:00:00
o01216,c0264,delivered,2017-08-18 04:00:00,2017-09-01 04:00:00
o01217,c0264,delivered,2017-09-23 09:00:00,2017-10-05 09:00:00
o01218,c0265,delivered,2018-07-10 05:00:00,2018-07-18 05:00:00
o01219,c0265,delivered,2017-12-10 01:00:00,2017-12-15 01:00:00
o01220,c0265,delivered,2017-12-11 12:00:00,2017-12-28 12:00:00
o01221,c0265,delivered,2017-03-10 20:00:00,2017-03-23 20:00:00
o01222,c0266,delivered,2017-04-05 07:00:00,2017-04-12 07:00:00
o01223,c0267,delivered,2017-10-02 11:00:00,2017-10-13 11:00:00
o01224,c0267,delivered,2017-10-08 21:00:00,2017-11-01 21:00:00
o01225,c0267,delivered,2017-10-25 23:00:00,2017-11-14 23:00:00
o01226,c0267,delivered,2018-05-14 05:00:00,2018-05-26 05:00:00
o01227,c0267,delivered,2017-08-03 02:00:00,2017-08-06 02:00:00
o01228,c0268,delivered,2018-01-14 10:00:00,2018-02-03 10:00:00
o01229,c0268,delivered,2018-02-11 02:00:00,2018-03-04 02:00:00
o01230,c0268,delivered,2017-10-29 13:00:00,2017-11-22 13:00:00
o01231,c0269,delivered,2018-01-25 00:00:00,2018-01-31 00:00:00
o01232,c0269,delivered,2017-09-17 00:00:00,2017-09-22 00:00:00
o01233,c0269,delivered,2018-04-27 03:00:00,2018-05-02 03:00:00
o01234,c0269,delivered,2017-11-03 02:00:00,2017-11-10 02:00:00
o01235,c0270,delivered,2018-07-25 15:00:00,2018-08-18 15:00:00
o01236,c0270,delivered,2017-08-04 14:00:00,2017-08-11 14:00:00
o01237,c0270,delivered,2017-08-19 04:00:00,2017-09-09 04:00:00
o01238,c0271,delivered,2017-04-22 04:00:00,2017-05-04 04:00:00
o01239,c0271,delivered,2017-09-19 07:00:00,2017-09-29 07:00:00
o01240,c0271,delivered,2017-06-29 21:00:00,2017-07-14 21:00:00
o01241,c0271,delivered,2018-07-14 23:00:00,2018-07-30 23:00:00
o01242,c0271,delivered,2018-05-18 02:00:00,2018-06-10 02:00:00
o01243,c0271,delivered,2017-10-21 17:00:00,2017-10-28 17:00:00
o01244,c0271,delivered,2017-02-28 21:00:00,2017-03-12 21:00:00
o01245,c0271,delivered,2017-03-26 15:00:00,2017-03-29 15:00:00
o01246,c0272,delivered,2017-10-01 16:00:00,2017-10-19 16:00:00
o01247,c0272,delivered,2017-10-03 08:00:00,2017-10-24 08:00:00
o01248,c0272,delivered,2017-04-23 01:00:00,2017-04-28 01:00:00
o01249,c0272,delivered,2018-05-03 11:00:00,2018-05-05 11:00:00
o01250,c0273,delivered,2017-04-13 00:00:00,2017-05-03 00:00:00
o01251,c0273,delivered,2017-10-08 01:00:00,2017-10-15 01:00:00
o01252,c0274,delivered,2018-01-10 14:00:00,2018-01-30 14:00:00
o01253,c0274,delivered,2017-01-16 01:00:00,2017-01-18 01:00:00
o01254,c0274,delivered,2017-08-28 17:00:00,2017-09-14 17:00:00
o01255,c0274,delivered,2017-05-08 15:00:00,2017-05-25 15:00:00
o01256,c0274,delivered,2017-04-27 17:00:00,2017-05-08 17:00:00
o01257,c0274,delivered,2017-02-06 09:00:00,2017-02-25 09:00:00
o01258,c0275,delivered,2018-02-28 06:00:00,2018-03-19 06:00:00
o01259,c0275,delivered,2017-08-25 11:00:00,2017-08-28 11:00:00
o01260,c0276,delivered,2018-08-30 20:00:00,2018-09-05 20:00:00
o01261,c0276,delivered,2017-12-07 18:00:00,2017-12-20 18:00:00
o01262,c0276,delivered,2017-05-09 23:00:00,2017-05-17 23:00:00
o01263,c0276,delivered,2017-07-23 08:00:00,2017-08-14 08:00:00
o01264,c0277,delivered,2017-11-01 17:00:00,2017-11-23 17:00:00
o01265,c0277,delivered,2018-07-19 20:00:00,2018-08-10 20:00:00
o01266,c0277,delivered,2018-07-31 23:00:00,2018-08-16 23:00:00
o01267,c0277,delivered,2017-03-22 02:00:00,2017-04-11 02:00:00
o01268,c0277,delivered,2017-07-12 19:00:00,2017-08-04 19:00:00
o01269,c0277,delivered,2018-01-27 18:00:00,2018-02-04 18:00:00
o01270,c0278,delivered,2017-09-22 23:00:00,2017-10-12 23:00:00
o01271,c0278,delivered,2017-05-05 22:00:00,2017-05-18 22:00:00
