order_id,seller_id,seller_state,customer_state,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,freight_value,price,delivery_days,estimated_days,delay_days,is_late
ol_01012,sl_0063,RJ,MG,2018-01-23,2018-01-29,2018-01-30,39.3,92.22,7,6,1,1
ol_01204,sl_0069,RJ,SP,2018-01-23,2018-02-05,2018-02-09,32.63,178.45,17,13,4,1
ol_01859,sl_0104,PR,RS,2018-01-23,2018-02-01,2018-02-03,34.41,92.62,11,9,2,1
ol_00520,sl_0065,SC,SP,2018-01-23,2018-02-04,2018-02-03,45.09,82.02,11,12,-1,0
ol_00842,sl_0023,SP,SP,2018-01-23,2018-02-04,2018-02-02,25.86,70.74,10,12,-2,0
ol_01801,sl_0110,SP,SP,2018-01-23,2018-02-08,2018-02-06,32.64,108.2,14,16,-2,0
ol_00898,sl_0116,SC,PE,2018-01-23,2018-02-05,2018-02-05,27.6,66.83,13,13,0,0
ol_00921,sl_0073,SP,SP,2018-01-23,2018-01-30,2018-01-31,32.24,81.46,8,7,1,1
ol_01525,sl_0026,BA,SP,2018-01-23,2018-01-30,2018-02-01,47.45,118.68,9,7,2,1
ol_01249,sl_0102,SP,SP,2018-01-23,2018-02-07,2018-02-10,39.45,261.09,18,15,3,1
ol_00450,sl_0069,SC,BA,2018-01-23,2018-01-31,2018-01-31,23.96,36.23,8,8,0,0
ol_01405,sl_0104,SP,SP,2018-01-24,2018-02-10,2018-02-11,58.54,127.2,18,17,1,1
ol_01557,sl_0042,SP,MG,2018-01-24,2018-02-02,2018-02-04,45.61,73.35,11,9,2,1
ol_01797,sl_0014,BA,RJ,2018-01-24,2018-01-29,2018-01-29,41.15,111.72,5,5,0,0
ol_01047,sl_0094,MG,RS,2018-01-24,2018-01-29,2018-02-01,35.18,85.44,8,5,3,1
ol_00057,sl_0045,SC,MG,2018-01-24,2018-02-08,2018-02-06,24.69,98.12,13,15,-2,0
ol_01835,sl_0066,SP,PR,2018-01-24,2018-02-03,2018-02-02,25.53,44.83,9,10,-1,0
ol_00632,sl_0041,SP,RS,2018-01-24,2018-02-04,2018-02-11,46.73,38.61,18,11,7,1
ol_01078,sl_0119,SP,PR,2018-01-24,2018-01-30,2018-02-03,31.25,74.44,10,6,4,1
ol_00899,sl_0047,MG,RS,2018-01-24,2018-02-08,2018-02-13,52.27,115.67,20,15,5,1
ol_01897,sl_0067,SP,RS,2018-01-25,2018-02-04,2018-02-04,33.37,93.88,10,10,0,0
ol_01337,sl_0092,SC,SP,2018-01-25,2018-01-31,2018-02-01,26.35,163.06,7,6,1,1
ol_00767,sl_0023,RJ,MG,2018-01-25,2018-02-06,2018-02-10,31.01,59.35,16,12,4,1
ol_00553,sl_0073,SC,PE,2018-01-25,2018-02-05,2018-02-08,42.2,42.57,14,11,3,1
ol_00905,sl_0009,RJ,PR,2018-01-25,2018-01-31,2018-01-29,34.72,187.81,4,6,-2,0
ol_00546,sl_0096,SP,SP,2018-01-25,2018-02-02,2018-02-01,29.75,112.53,7,8,-1,0
ol_01376,sl_0119,SP,PR,2018-01-25,2018-01-31,2018-01-31,32.24,70.85,6,6,0,0
ol_00862,sl_0040,PR,RJ,2018-01-25,2018-02-09,2018-02-11,37.33,107.07,17,15,2,1
ol_01227,sl_0059,MG,SP,2018-01-25,2018-02-09,2018-02-09,34.04,65.62,15,15,0,0
ol_00854,sl_0078,MG,SP,2018-01-26,2018-02-12,2018-02-13,25.74,86.04,18,17,1,1
ol_01837,sl_0002,SP,GO,2018-01-26,2018-02-12,2018-02-13,40.97,82.76,18,17,1,1
ol_00421,sl_0106,SP,RJ,2018-01-26,2018-02-07,2018-02-04,29.5,59.13,9,12,-3,0
ol_01230,sl_0057,BA,SP,2018-01-26,2018-02-12,2018-02-10,44.86,77.73,15,17,-2,0
ol_01281,sl_0113,SP,SP,2018-01-26,2018-02-04,2018-02-01,44.64,77.55,6,9,-3,0
ol_01292,sl_0115,RJ,SP,2018-01-26,2018-02-07,2018-02-09,47.65,118.54,14,12,2,1
ol_01819,sl_0017,SP,RS,2018-01-26,2018-02-10,2018-02-22,134.86,82.22,27,15,12,1
ol_00206,sl_0012,BA,GO,2018-01-26,2018-02-11,2018-02-16,45.95,41.06,21,16,5,1
ol_01815,sl_0057,SP,PR,2018-01-26,2018-02-05,2018-02-04,27.47,107.13,9,10,-1,0
ol_00063,sl_0017,PR,SP,2018-01-27,2018-02-07,2018-02-10,24.82,78.71,14,11,3,1
ol_00149,sl_0004,RJ,BA,2018-01-27,2018-02-10,2018-02-11,34.84,63.74,15,14,1,1
ol_01472,sl_0076,MG,BA,2018-01-27,2018-02-01,2018-01-31,47.65,233.56,4,5,-1,0
ol_01286,sl_0060,SP,SP,2018-01-27,2018-02-12,2018-02-11,34.46,164.95,15,16,-1,0
ol_01875,sl_0113,PR,MG,2018-01-27,2018-02-05,2018-02-06,34.79,97.42,10,9,1,1
ol_01070,sl_0018,RJ,RJ,2018-01-27,2018-02-09,2018-02-08,40.6,39.32,12,13,-1,0
ol_01711,sl_0041,SP,SP,2018-01-27,2018-02-09,2018-02-11,35.65,91.0,15,13,2,1
ol_00512,sl_0045,MG,BA,2018-01-27,2018-02-11,2018-02-14,41.02,30.39,18,15,3,1
ol_01827,sl_0119,MG,BA,2018-01-28,2018-02-11,2018-02-17,43.58,96.09,20,14,6,1
ol_01649,sl_0036,PR,SP,2018-01-28,2018-02-13,2018-02-13,30.63,59.51,16,16,0,0
ol_01410,sl_0022,MG,RS,2018-01-28,2018-02-11,2018-02-15,34.46,114.01,18,14,4,1
ol_01182,sl_0051,RJ,SP,2018-01-28,2018-02-14,2018-02-15,27.42,123.2,18,17,1,1
ol_00076,sl_0100,SP,MG,2018-01-28,2018-02-11,2018-02-18,52.32,40.27,21,14,7,1
ol_01424,sl_0100,PR,RS,2018-01-28,2018-02-14,2018-03-09,140.04,158.7,40,17,23,1
ol_00017,sl_0014,MG,RJ,2018-01-28,2018-02-06,2018-02-08,33.87,127.26,11,9,2,1
ol_00291,sl_0035,RJ,MG,2018-01-28,2018-02-11,2018-02-15,31.63,35.44,18,14,4,1
ol_00290,sl_0103,SP,SP,2018-01-28,2018-02-10,2018-02-10,20.53,190.5,13,13,0,0
ol_01628,sl_0013,SP,SP,2018-01-28,2018-02-04,2018-02-07,46.14,30.13,10,7,3,1
ol_00749,sl_0086,MG,SP,2018-01-29,2018-02-10,2018-02-11,38.44,262.28,13,12,1,1
ol_01702,sl_0119,RJ,GO,2018-01-29,2018-02-06,2018-02-09,33.8,111.1,11,8,3,1
ol_00099,sl_0090,SP,GO,2018-01-29,2018-02-06,2018-02-07,39.96,153.91,9,8,1,1
ol_00157,sl_0019,SP,RS,2018-01-29,2018-02-07,2018-02-06,38.63,89.79,8,9,-1,0
ol_00093,sl_0077,RJ,RS,2018-01-29,2018-02-05,2018-02-10,46.82,118.24,12,7,5,1
ol_00047,sl_0033,SP,PR,2018-01-29,2018-02-12,2018-02-12,29.6,54.64,14,14,0,0
ol_01295,sl_0079,PR,PE,2018-01-29,2018-02-07,2018-02-09,25.73,52.42,11,9,2,1
ol_01231,sl_0112,SP,RJ,2018-01-29,2018-02-04,2018-02-05,26.16,96.52,7,6,1,1
ol_00792,sl_0103,MG,PR,2018-01-29,2018-02-04,2018-02-06,37.76,30.49,8,6,2,1
ol_00025,sl_0057,SP,PE,2018-01-29,2018-02-14,2018-02-11,37.3,78.97,13,16,-3,0
ol_01947,sl_0009,SP,RJ,2018-01-29,2018-02-07,2018-02-06,27.99,60.36,8,9,-1,0
ol_01013,sl_0053,SP,RS,2018-01-29,2018-02-11,2018-02-13,35.27,45.95,15,13,2,1
ol_01650,sl_0076,SP,SP,2018-01-29,2018-02-06,2018-02-08,52.9,49.57,10,8,2,1
ol_00832,sl_0118,BA,SP,2018-01-29,2018-02-15,2018-02-18,46.39,96.16,20,17,3,1
ol_00641,sl_0033,BA,SP,2018-01-30,2018-02-12,2018-02-09,53.36,152.13,10,13,-3,0
ol_00714,sl_0015,SP,MG,2018-01-30,2018-02-11,2018-02-09,34.07,59.81,10,12,-2,0
ol_00359,sl_0037,SP,RJ,2018-01-30,2018-02-16,2018-02-21,33.16,119.62,22,17,5,1
ol_00215,sl_0080,SP,BA,2018-01-30,2018-02-05,2018-02-09,33.06,104.23,10,6,4,1
ol_00740,sl_0059,SP,PE,2018-01-30,2018-02-05,2018-02-07,36.17,119.13,8,6,2,1
ol_00891,sl_0011,MG,SP,2018-01-30,2018-02-05,2018-02-10,25.11,155.9,11,6,5,1
ol_00953,sl_0069,PR,BA,2018-01-30,2018-02-14,2018-02-20,39.55,54.68,21,15,6,1
ol_00751,sl_0023,RJ,RJ,2018-01-30,2018-02-10,2018-02-10,30.96,72.45,11,11,0,0
ol_01226,sl_0020,SP,GO,2018-01-30,2018-02-04,2018-02-02,29.25,82.25,3,5,-2,0
ol_01604,sl_0035,SP,RS,2018-01-30,2018-02-05,2018-02-03,31.42,60.64,4,6,-2,0
ol_01003,sl_0017,SP,BA,2018-01-30,2018-02-05,2018-02-09,28.5,43.05,10,6,4,1
ol_01018,sl_0054,SP,BA,2018-01-30,2018-02-12,2018-02-14,31.7,45.51,15,13,2,1
ol_00345,sl_0042,SP,BA,2018-01-31,2018-02-06,2018-02-07,45.63,51.86,7,6,1,1
ol_00265,sl_0095,RJ,SP,2018-01-31,2018-02-05,2018-02-06,49.88,53.17,6,5,1,1
ol_01520,sl_0025,SP,RJ,2018-01-31,2018-02-13,2018-02-15,41.37,79.16,15,13,2,1
ol_01704,sl_0084,MG,BA,2018-01-31,2018-02-11,2018-02-11,38.1,103.58,11,11,0,0
ol_01006,sl_0105,SP,RJ,2018-01-31,2018-02-15,2018-02-16,30.97,40.09,16,15,1,1
ol_00812,sl_0012,RJ,PE,2018-01-31,2018-02-13,2018-02-15,29.83,96.34,15,13,2,1
ol_01407,sl_0076,SP,MG,2018-01-31,2018-02-07,2018-02-07,28.81,57.83,7,7,0,0
ol_01392,sl_0108,RJ,SP,2018-01-31,2018-02-06,2018-02-08,37.86,81.76,8,6,2,1
ol_00045,sl_0027,SP,RJ,2018-01-31,2018-02-10,2018-02-13,33.56,54.5,13,10,3,1
ol_00743,sl_0023,RJ,RS,2018-01-31,2018-02-17,2018-02-18,36.04,122.8,18,17,1,1
ol_00887,sl_0118,MG,GO,2018-01-31,2018-02-09,2018-02-11,33.35,84.39,11,9,2,1
ol_01126,sl_0017,RJ,GO,2018-02-01,2018-02-15,2018-02-13,34.16,77.17,12,14,-2,0
ol_00056,sl_0095,RJ,SP,2018-02-01,2018-02-12,2018-02-13,35.79,120.03,12,11,1,1
ol_00967,sl_0112,SP,MG,2018-02-01,2018-02-12,2018-02-13,45.37,75.36,12,11,1,1
ol_01299,sl_0009,RJ,SP,2018-02-01,2018-02-13,2018-02-12,34.5,73.62,11,12,-1,0
ol_01544,sl_0008,SC,SP,2018-02-01,2018-02-11,2018-02-12,33.9,58.39,11,10,1,1
ol_01314,sl_0095,RJ,RS,2018-02-01,2018-02-12,2018-02-13,43.77,48.61,12,11,1,1
ol_00428,sl_0014,SP,RS,2018-02-01,2018-02-07,2018-02-08,47.86,150.94,7,6,1,1
ol_00635,sl_0050,SP,SP,2018-02-01,2018-02-08,2018-02-06,30.35,125.0,5,7,-2,0
ol_01910,sl_0033,MG,RJ,2018-02-01,2018-02-12,2018-02-12,15.96,73.23,11,11,0,0
ol_00681,sl_0059,SP,RJ,2018-02-01,2018-02-14,2018-02-12,48.48,113.5,11,13,-2,0
ol_00750,sl_0007,RJ,RS,2018-02-01,2018-02-08,2018-02-14,39.68,166.81,13,7,6,1
ol_01575,sl_0019,SP,RJ,2018-02-01,2018-02-12,2018-02-13,36.98,58.14,12,11,1,1
ol_00814,sl_0047,MG,SP,2018-02-01,2018-02-07,2018-02-06,28.04,79.76,5,6,-1,0
ol_00334,sl_0061,SC,SP,2018-02-02,2018-02-13,2018-02-14,29.23,58.68,12,11,1,1
ol_01014,sl_0011,SP,PR,2018-02-02,2018-02-15,2018-02-18,19.64,143.86,16,13,3,1
ol_01045,sl_0093,SC,MG,2018-02-02,2018-02-19,2018-02-23,45.06,30.65,21,17,4,1
ol_01166,sl_0115,PR,PR,2018-02-02,2018-02-08,2018-02-10,41.41,52.23,8,6,2,1
ol_00397,sl_0004,BA,MG,2018-02-02,2018-02-11,2018-02-14,35.25,132.73,12,9,3,1
ol_01200,sl_0002,SP,RS,2018-02-02,2018-02-13,2018-02-14,13.46,52.29,12,11,1,1
ol_00909,sl_0103,SP,SP,2018-02-02,2018-02-07,2018-02-23,136.74,62.85,21,5,16,1
ol_00059,sl_0087,RJ,SP,2018-02-02,2018-02-08,2018-02-09,32.36,60.37,7,6,1,1
ol_01806,sl_0043,PR,PR,2018-02-02,2018-02-12,2018-02-12,33.39,38.19,10,10,0,0
ol_00344,sl_0087,PR,SP,2018-02-02,2018-02-07,2018-02-09,28.54,100.34,7,5,2,1
ol_01607,sl_0063,SP,SP,2018-02-02,2018-02-16,2018-02-16,23.63,56.34,14,14,0,0
ol_01745,sl_0077,SP,PR,2018-02-02,2018-02-09,2018-02-10,31.06,95.41,8,7,1,1
ol_01262,sl_0093,SC,SP,2018-02-02,2018-02-18,2018-02-20,20.72,68.25,18,16,2,1
ol_00014,sl_0069,SP,RJ,2018-02-02,2018-02-13,2018-02-16,33.07,64.34,14,11,3,1
ol_01335,sl_0073,BA,MG,2018-02-02,2018-02-10,2018-02-10,22.84,101.78,8,8,0,0
ol_01315,sl_0119,RJ,RJ,2018-02-02,2018-02-13,2018-02-13,29.66,47.52,11,11,0,0
ol_00706,sl_0102,SP,RJ,2018-02-02,2018-02-19,2018-02-22,36.46,83.08,20,17,3,1
ol_01714,sl_0065,PR,MG,2018-02-02,2018-02-09,2018-02-12,29.02,75.08,10,7,3,1
ol_01599,sl_0084,SP,RS,2018-02-03,2018-02-20,2018-02-19,38.26,58.04,16,17,-1,0
ol_01955,sl_0054,BA,SP,2018-02-03,2018-02-10,2018-02-11,32.88,75.98,8,7,1,1
ol_01594,sl_0115,SP,GO,2018-02-03,2018-02-12,2018-02-15,44.91,175.35,12,9,3,1
ol_00116,sl_0062,SP,RJ,2018-02-03,2018-02-10,2018-02-09,27.96,97.62,6,7,-1,0
ol_00682,sl_0009,BA,SP,2018-02-03,2018-02-18,2018-02-20,21.96,68.87,17,15,2,1
ol_01743,sl_0037,RJ,SP,2018-02-03,2018-02-10,2018-02-09,30.13,126.46,6,7,-1,0
ol_01326,sl_0067,SP,MG,2018-02-03,2018-02-18,2018-02-18,32.24,50.74,15,15,0,0
ol_01680,sl_0068,BA,RJ,2018-02-03,2018-02-08,2018-02-05,34.64,44.86,2,5,-3,0
ol_01547,sl_0099,BA,RS,2018-02-03,2018-02-18,2018-02-23,33.67,93.98,20,15,5,1
ol_00938,sl_0005,SP,RS,2018-02-03,2018-02-08,2018-02-11,44.92,60.16,8,5,3,1
ol_01998,sl_0076,RJ,RJ,2018-02-04,2018-02-11,2018-02-10,28.98,45.38,6,7,-1,0
ol_00513,sl_0100,RJ,PR,2018-02-04,2018-02-21,2018-02-19,40.25,90.24,15,17,-2,0
ol_01572,sl_0007,SP,RS,2018-02-04,2018-02-13,2018-02-15,29.45,41.32,11,9,2,1
ol_00308,sl_0010,MG,SP,2018-02-04,2018-02-12,2018-02-16,41.84,104.16,12,8,4,1
ol_00837,sl_0032,BA,PR,2018-02-04,2018-02-14,2018-02-17,40.07,78.47,13,10,3,1
ol_00433,sl_0090,SC,SP,2018-02-04,2018-02-09,2018-02-10,29.46,77.27,6,5,1,1
ol_00029,sl_0050,MG,SP,2018-02-04,2018-02-14,2018-02-16,30.73,85.74,12,10,2,1
ol_00234,sl_0065,SP,RS,2018-02-04,2018-02-21,2018-02-22,42.35,67.73,18,17,1,1
ol_00638,sl_0009,SP,PR,2018-02-04,2018-02-13,2018-02-16,33.96,61.46,12,9,3,1
ol_00997,sl_0098,SP,PE,2018-02-04,2018-02-19,2018-02-24,53.55,35.51,20,15,5,1
ol_00447,sl_0065,MG,SP,2018-02-05,2018-02-16,2018-02-15,27.4,86.02,10,11,-1,0
ol_00698,sl_0007,SP,BA,2018-02-05,2018-02-14,2018-02-17,35.56,111.85,12,9,3,1
ol_00537,sl_0027,SP,MG,2018-02-05,2018-02-20,2018-02-20,28.32,35.26,15,15,0,0
ol_00547,sl_0101,MG,PR,2018-02-05,2018-02-16,2018-02-15,42.45,46.44,10,11,-1,0
ol_00490,sl_0020,SP,SP,2018-02-05,2018-02-10,2018-02-09,38.92,120.49,4,5,-1,0
ol_01685,sl_0112,PR,MG,2018-02-05,2018-02-12,2018-02-11,37.47,68.42,6,7,-1,0
ol_00171,sl_0077,PR,SP,2018-02-05,2018-02-11,2018-02-12,31.72,121.79,7,6,1,1
ol_01622,sl_0041,RJ,MG,2018-02-05,2018-02-15,2018-02-16,21.9,76.66,11,10,1,1
ol_01416,sl_0062,BA,RJ,2018-02-05,2018-02-14,2018-02-15,34.49,120.46,10,9,1,1
ol_00952,sl_0100,SP,PR,2018-02-05,2018-02-14,2018-02-15,35.18,68.73,10,9,1,1
ol_01268,sl_0109,SP,SP,2018-02-06,2018-02-12,2018-02-14,31.31,63.18,8,6,2,1
ol_00053,sl_0048,SP,SP,2018-02-06,2018-02-12,2018-02-16,25.49,68.51,10,6,4,1
ol_00228,sl_0060,RJ,BA,2018-02-06,2018-02-17,2018-02-21,40.18,102.64,15,11,4,1
ol_01776,sl_0055,RJ,MG,2018-02-06,2018-02-17,2018-02-13,31.6,85.13,7,11,-4,0
ol_00221,sl_0008,SP,PR,2018-02-06,2018-02-15,2018-02-17,51.63,70.01,11,9,2,1
ol_01965,sl_0090,BA,SP,2018-02-06,2018-02-22,2018-02-25,26.84,146.69,19,16,3,1
ol_00339,sl_0094,SP,SP,2018-02-06,2018-02-18,2018-02-18,49.12,102.41,12,12,0,0
ol_01041,sl_0073,PR,SP,2018-02-06,2018-02-14,2018-02-14,18.15,88.25,8,8,0,0
ol_01660,sl_0052,SP,MG,2018-02-06,2018-02-11,2018-02-15,44.65,99.33,9,5,4,1
ol_01156,sl_0083,RJ,RJ,2018-02-06,2018-02-13,2018-02-10,38.53,121.21,4,7,-3,0
ol_01848,sl_0094,SP,RJ,2018-02-06,2018-02-17,2018-02-21,51.5,69.67,15,11,4,1
ol_00850,sl_0007,PR,RJ,2018-02-06,2018-02-18,2018-02-18,20.81,132.59,12,12,0,0
ol_01160,sl_0083,RJ,RJ,2018-02-06,2018-02-17,2018-02-17,31.88,54.9,11,11,0,0
ol_01751,sl_0009,SP,GO,2018-02-07,2018-02-20,2018-02-21,25.04,188.83,14,13,1,1
ol_01493,sl_0045,SP,RS,2018-02-07,2018-02-12,2018-02-18,53.68,168.88,11,5,6,1
ol_00427,sl_0023,RJ,RJ,2018-02-07,2018-02-21,2018-02-23,42.28,122.18,16,14,2,1
ol_00073,sl_0102,BA,RJ,2018-02-07,2018-02-20,2018-02-19,20.87,122.6,12,13,-1,0
ol_00920,sl_0079,SP,RJ,2018-02-07,2018-02-22,2018-02-22,24.25,71.75,15,15,0,0
ol_01569,sl_0045,RJ,SP,2018-02-07,2018-02-20,2018-02-19,27.27,41.37,12,13,-1,0
ol_00422,sl_0014,SP,BA,2018-02-07,2018-02-14,2018-02-16,33.81,50.36,9,7,2,1
ol_01071,sl_0086,SP,SP,2018-02-07,2018-02-14,2018-02-14,44.3,86.4,7,7,0,0
ol_00496,sl_0050,RJ,MG,2018-02-07,2018-02-13,2018-02-11,31.86,241.09,4,6,-2,0
ol_01170,sl_0053,SP,RS,2018-02-07,2018-02-19,2018-02-21,46.64,82.17,14,12,2,1
ol_00940,sl_0016,BA,SP,2018-02-07,2018-02-23,2018-02-25,22.67,61.16,18,16,2,1
ol_00666,sl_0065,SP,SP,2018-02-07,2018-02-14,2018-02-10,28.83,47.01,3,7,-4,0
ol_01992,sl_0004,SC,GO,2018-02-07,2018-02-20,2018-02-21,45.56,48.43,14,13,1,1
ol_00816,sl_0115,SP,SP,2018-02-08,2018-02-20,2018-02-24,42.65,135.61,16,12,4,1
ol_01264,sl_0063,SP,PR,2018-02-08,2018-02-25,2018-03-17,141.19,93.84,37,17,20,1
ol_00857,sl_0102,RJ,RS,2018-02-08,2018-02-23,2018-02-22,22.73,173.2,14,15,-1,0
ol_00478,sl_0057,PR,RS,2018-02-08,2018-02-20,2018-02-24,46.56,115.35,16,12,4,1
ol_00662,sl_0022,PR,SP,2018-02-08,2018-02-21,2018-02-20,25.21,47.13,12,13,-1,0
ol_00229,sl_0040,SP,PE,2018-02-08,2018-02-22,2018-02-22,17.67,154.36,14,14,0,0
ol_00307,sl_0051,SP,PR,2018-02-08,2018-02-25,2018-03-01,43.69,181.29,21,17,4,1
ol_00013,sl_0018,MG,MG,2018-02-08,2018-02-16,2018-02-15,20.27,66.19,7,8,-1,0
ol_00336,sl_0019,PR,SP,2018-02-08,2018-02-17,2018-02-15,32.53,138.11,7,9,-2,0
ol_01522,sl_0029,SC,MG,2018-02-09,2018-02-21,2018-02-24,34.21,93.89,15,12,3,1
ol_01506,sl_0036,PR,SP,2018-02-09,2018-02-21,2018-02-18,27.64,81.85,9,12,-3,0
ol_01310,sl_0028,PR,BA,2018-02-09,2018-02-17,2018-02-20,40.34,66.86,11,8,3,1
ol_01917,sl_0033,SP,RJ,2018-02-09,2018-02-26,2018-02-27,48.54,86.35,18,17,1,1
ol_00609,sl_0051,SP,MG,2018-02-09,2018-02-22,2018-02-21,30.0,163.91,12,13,-1,0
ol_00100,sl_0045,SP,MG,2018-02-09,2018-02-24,2018-02-27,51.57,46.24,18,15,3,1
ol_00367,sl_0044,RJ,GO,2018-02-09,2018-02-16,2018-02-16,31.48,41.59,7,7,0,0
ol_00268,sl_0006,RJ,RJ,2018-02-09,2018-02-21,2018-02-21,31.25,132.65,12,12,0,0
ol_00255,sl_0032,RJ,MG,2018-02-10,2018-02-23,2018-02-25,38.41,95.59,15,13,2,1
ol_01564,sl_0104,RJ,SP,2018-02-10,2018-02-23,2018-02-25,49.53,25.91,15,13,2,1
ol_00579,sl_0077,RJ,BA,2018-02-10,2018-02-19,2018-02-21,26.29,106.26,11,9,2,1
ol_00868,sl_0008,SP,MG,2018-02-10,2018-02-23,2018-03-02,48.78,65.16,20,13,7,1
ol_01400,sl_0107,SC,SP,2018-02-10,2018-02-24,2018-03-03,50.94,192.4,21,14,7,1
ol_01846,sl_0008,SP,SP,2018-02-10,2018-02-18,2018-02-18,34.18,77.04,8,8,0,0
ol_00342,sl_0031,SP,BA,2018-02-10,2018-02-18,2018-02-18,38.59,137.82,8,8,0,0
ol_00776,sl_0085,MG,GO,2018-02-10,2018-02-17,2018-02-19,22.4,152.62,9,7,2,1
ol_01952,sl_0061,RJ,RJ,2018-02-10,2018-02-15,2018-02-15,34.62,99.07,5,5,0,0
ol_00485,sl_0113,RJ,RS,2018-02-10,2018-02-23,2018-02-25,38.98,117.2,15,13,2,1
ol_00119,sl_0085,SP,MG,2018-02-10,2018-02-16,2018-02-21,53.32,35.1,11,6,5,1
ol_01368,sl_0097,SP,MG,2018-02-10,2018-02-25,2018-03-01,33.01,45.19,19,15,4,1
ol_01022,sl_0080,MG,SP,2018-02-11,2018-02-26,2018-02-27,34.14,67.32,16,15,1,1
ol_01671,sl_0006,BA,SP,2018-02-11,2018-02-23,2018-02-23,28.27,91.8,12,12,0,0
ol_00805,sl_0110,MG,SP,2018-02-11,2018-02-20,2018-02-20,34.96,49.16,9,9,0,0
ol_00355,sl_0101,SP,MG,2018-02-11,2018-02-27,2018-02-26,44.53,117.4,15,16,-1,0
ol_00260,sl_0109,SC,SP,2018-02-11,2018-02-17,2018-02-16,28.8,50.19,5,6,-1,0
ol_01490,sl_0038,SP,RS,2018-02-11,2018-02-27,2018-03-04,38.77,130.2,21,16,5,1
ol_00030,sl_0068,SP,BA,2018-02-11,2018-02-27,2018-03-05,42.4,88.62,22,16,6,1
ol_00459,sl_0080,SP,RS,2018-02-11,2018-02-24,2018-03-08,114.26,51.21,25,13,12,1
ol_00845,sl_0026,SP,SP,2018-02-11,2018-02-18,2018-02-22,37.83,82.49,11,7,4,1
ol_01004,sl_0019,SP,RS,2018-02-11,2018-02-24,2018-02-24,31.79,29.21,13,13,0,0
ol_00661,sl_0106,SP,SP,2018-02-12,2018-02-20,2018-02-17,31.74,133.24,5,8,-3,0
ol_00417,sl_0045,SP,GO,2018-02-12,2018-03-01,2018-03-05,52.9,49.55,21,17,4,1
ol_00998,sl_0079,SP,PE,2018-02-12,2018-02-20,2018-02-23,36.05,162.32,11,8,3,1
ol_01248,sl_0084,SP,PE,2018-02-12,2018-03-01,2018-03-04,35.42,37.36,20,17,3,1
ol_01993,sl_0013,BA,SP,2018-02-12,2018-02-20,2018-02-23,35.52,62.54,11,8,3,1
ol_01619,sl_0087,MG,GO,2018-02-12,2018-02-27,2018-03-02,42.72,78.17,18,15,3,1
ol_01171,sl_0091,SP,SP,2018-02-12,2018-02-20,2018-02-21,24.82,62.2,9,8,1,1
ol_01868,sl_0057,SC,MG,2018-02-12,2018-02-24,2018-02-22,24.66,63.21,10,12,-2,0
ol_00472,sl_0092,SP,SP,2018-02-12,2018-02-27,2018-02-25,34.62,58.4,13,15,-2,0
ol_01183,sl_0083,RJ,RJ,2018-02-12,2018-02-19,2018-02-19,21.43,25.68,7,7,0,0
ol_01589,sl_0065,SP,SP,2018-02-13,2018-03-02,2018-03-06,30.94,60.24,21,17,4,1
ol_00369,sl_0077,SP,SP,2018-02-13,2018-02-25,2018-02-24,39.98,93.09,11,12,-1,0
ol_01629,sl_0022,RJ,GO,2018-02-13,2018-02-22,2018-02-21,27.19,49.26,8,9,-1,0
ol_01625,sl_0051,RJ,GO,2018-02-13,2018-03-01,2018-03-04,37.33,80.38,19,16,3,1
ol_00552,sl_0025,SC,SP,2018-02-13,2018-03-01,2018-03-02,18.18,154.57,17,16,1,1
ol_00803,sl_0055,SP,RJ,2018-02-13,2018-03-01,2018-03-05,33.04,96.72,20,16,4,1
ol_01655,sl_0111,RJ,BA,2018-02-13,2018-02-18,2018-02-20,50.03,63.62,7,5,2,1
ol_00394,sl_0056,PR,SP,2018-02-13,2018-03-01,2018-03-03,45.25,206.3,18,16,2,1
ol_00852,sl_0085,MG,SP,2018-02-13,2018-02-23,2018-02-25,35.11,102.32,12,10,2,1
ol_01953,sl_0088,PR,RS,2018-02-13,2018-02-25,2018-02-23,23.34,95.92,10,12,-2,0
ol_00796,sl_0111,MG,RS,2018-02-13,2018-02-22,2018-02-23,37.7,84.74,10,9,1,1
ol_01824,sl_0109,RJ,PR,2018-02-13,2018-02-26,2018-02-25,31.9,102.84,12,13,-1,0
ol_01527,sl_0072,RJ,BA,2018-02-13,2018-02-22,2018-02-23,29.65,78.83,10,9,1,1
ol_00273,sl_0057,SP,RS,2018-02-13,2018-02-20,2018-02-17,19.8,51.81,4,7,-3,0
ol_00800,sl_0013,SP,RS,2018-02-14,2018-03-03,2018-03-05,49.68,146.07,19,17,2,1
ol_00718,sl_0066,PR,PE,2018-02-14,2018-02-24,2018-02-24,23.74,139.74,10,10,0,0
ol_01153,sl_0013,SP,MG,2018-02-14,2018-02-23,2018-02-25,35.97,238.54,11,9,2,1
ol_01446,sl_0058,PR,PR,2018-02-14,2018-02-19,2018-02-19,37.16,72.34,5,5,0,0
ol_00603,sl_0057,SP,SP,2018-02-14,2018-03-01,2018-03-02,21.75,91.27,16,15,1,1
ol_01548,sl_0042,RJ,SP,2018-02-14,2018-02-27,2018-02-26,36.09,73.72,12,13,-1,0
ol_01391,sl_0038,SP,SP,2018-02-14,2018-02-21,2018-02-21,52.89,145.13,7,7,0,0
