user_id,day,variant,device,traffic_source,age,session_minutes,pages_viewed,prior_visits_30d,discount_pct,is_weekend,converted,order_value
2889,4,A,mobile,direct,26,3.62,7,1,10,0,0,0.0
2933,4,B,mobile,social,16,4.13,4,2,0,0,0,0.0
2943,4,A,mobile,ads,48,6.0,7,4,10,0,0,0.0
2949,4,B,mobile,social,32,2.22,3,3,15,0,1,51.08
2976,4,A,desktop,ads,35,4.43,6,6,0,0,1,40.73
3015,4,B,mobile,ads,26,2.69,5,1,0,0,0,0.0
3048,4,B,desktop,ads,31,4.17,11,2,5,0,0,0.0
3069,4,B,mobile,ads,29,3.11,5,8,0,0,0,0.0
3150,4,B,mobile,social,27,4.31,9,2,0,0,0,0.0
3162,4,A,desktop,search,39,3.33,5,4,0,0,1,62.96
3187,4,B,mobile,search,41,3.77,8,2,5,0,1,104.82
3215,4,A,mobile,ads,36,4.32,8,2,0,0,0,0.0
3222,4,A,mobile,ads,26,3.32,8,2,10,0,0,0.0
3329,4,A,mobile,social,31,3.41,7,2,5,0,0,0.0
3376,4,B,desktop,ads,30,5.23,8,2,5,0,0,0.0
3382,4,B,desktop,ads,27,3.29,9,6,0,0,1,41.67
3386,4,A,mobile,ads,37,2.81,7,2,10,0,1,75.88
3391,4,B,mobile,social,26,3.81,7,1,5,0,0,0.0
3421,4,B,mobile,social,28,4.82,9,3,0,0,0,0.0
3441,4,B,mobile,search,48,4.92,5,2,5,0,0,0.0
3450,4,A,mobile,search,40,4.5,7,3,15,0,1,64.7
3497,4,B,mobile,ads,21,2.8,6,4,10,0,0,0.0
3507,4,B,mobile,ads,16,7.33,7,0,0,0,0,0.0
3574,4,B,desktop,search,25,2.1,7,4,15,0,0,0.0
3596,4,A,desktop,ads,19,3.24,5,2,5,0,0,0.0
72,5,B,mobile,direct,23,2.51,3,3,0,0,0,0.0
115,5,B,mobile,search,33,4.93,6,3,5,0,1,178.9
118,5,A,desktop,search,28,1.55,7,5,10,0,0,0.0
119,5,B,mobile,ads,29,5.37,6,5,0,0,0,0.0
141,5,A,mobile,social,35,4.48,4,4,0,0,0,0.0
200,5,A,mobile,ads,45,2.88,7,2,5,0,0,0.0
262,5,A,mobile,social,21,4.98,5,3,5,0,0,0.0
328,5,A,desktop,search,26,2.7,6,5,0,0,0,0.0
346,5,A,mobile,direct,29,3.57,9,2,0,0,0,0.0
373,5,B,mobile,direct,22,4.13,9,5,15,0,0,0.0
437,5,B,desktop,ads,38,6.7,6,6,0,0,0,0.0
440,5,B,desktop,search,36,3.51,6,3,10,0,0,0.0
458,5,A,mobile,search,38,3.95,7,1,5,0,0,0.0
498,5,B,desktop,social,32,2.71,6,6,5,0,0,0.0
633,5,A,desktop,ads,31,4.29,3,4,0,0,0,0.0
654,5,A,mobile,search,33,3.15,6,1,0,0,1,72.8
672,5,B,desktop,ads,27,4.71,6,3,0,0,0,0.0
680,5,B,mobile,ads,50,4.41,7,1,0,0,0,0.0
687,5,B,mobile,ads,35,6.41,4,3,0,0,0,0.0
704,5,A,mobile,social,20,3.98,6,3,0,0,0,0.0
707,5,B,desktop,ads,23,4.6,5,2,10,0,1,80.6
756,5,B,mobile,social,17,0.4,4,4,5,0,0,0.0
779,5,B,mobile,search,37,2.58,5,2,5,0,0,0.0
831,5,B,mobile,search,29,4.44,5,5,0,0,0,0.0
865,5,A,mobile,search,26,1.82,8,2,10,0,0,0.0
904,5,B,desktop,ads,32,2.28,7,2,5,0,0,0.0
910,5,B,mobile,ads,16,3.47,4,2,0,0,0,0.0
936,5,B,desktop,direct,33,3.37,10,3,0,0,0,0.0
965,5,B,mobile,ads,42,3.38,5,1,15,0,1,50.09
1000,5,A,mobile,search,16,4.69,7,1,5,0,1,55.5
1020,5,A,desktop,ads,33,3.51,4,0,0,0,1,95.87
1053,5,A,mobile,social,21,3.39,4,1,5,0,0,0.0
1080,5,A,mobile,ads,35,3.83,5,1,0,0,0,0.0
1139,5,A,desktop,ads,34,2.91,8,3,0,0,0,0.0
1181,5,A,desktop,social,29,5.23,10,0,5,0,0,0.0
1190,5,B,mobile,ads,28,5.33,4,5,5,0,1,16.47
1247,5,B,mobile,ads,30,4.29,5,6,0,0,0,0.0
1292,5,A,desktop,search,45,2.73,9,3,0,0,0,0.0
1312,5,A,mobile,direct,30,3.69,6,4,0,0,1,81.94
1325,5,A,mobile,ads,33,2.43,7,5,10,0,1,24.35
1329,5,B,desktop,ads,24,2.88,7,2,0,0,0,0.0
1446,5,A,mobile,direct,29,1.49,10,4,0,0,1,27.78
1459,5,A,desktop,ads,45,4.74,4,2,10,0,0,0.0
1673,5,A,mobile,search,16,6.14,5,3,0,0,0,0.0
1679,5,A,desktop,social,26,1.8,6,1,10,0,0,0.0
1682,5,B,desktop,search,30,3.71,6,4,0,0,0,0.0
1697,5,A,mobile,ads,16,2.67,5,1,5,0,0,0.0
1706,5,A,mobile,ads,38,0.57,7,1,5,0,0,0.0
1720,5,A,desktop,ads,34,2.61,9,4,10,0,0,0.0
1721,5,B,desktop,social,44,4.25,5,3,0,0,0,0.0
1744,5,A,desktop,direct,35,3.36,5,1,5,0,0,0.0
1748,5,A,mobile,search,48,3.6,7,3,15,0,0,0.0
1801,5,B,desktop,social,28,4.48,15,5,0,0,0,0.0
1846,5,A,mobile,ads,41,1.65,5,4,10,0,0,0.0
1864,5,B,mobile,search,32,2.82,7,6,0,0,0,0.0
1898,5,B,desktop,direct,20,2.97,5,2,15,0,1,6.17
1969,5,B,mobile,social,18,1.57,4,4,0,0,1,36.52
1972,5,A,mobile,ads,29,2.83,5,3,0,0,0,0.0
1980,5,B,mobile,search,29,3.65,6,3,0,0,1,111.7
2068,5,A,desktop,search,27,2.79,2,2,0,0,0,0.0
2079,5,B,desktop,search,50,2.68,7,6,15,0,1,47.71
2116,5,B,mobile,ads,38,3.55,6,2,0,0,0,0.0
2148,5,A,mobile,ads,36,4.37,7,3,0,0,0,0.0
2184,5,A,mobile,search,33,3.47,7,2,0,0,0,0.0
2185,5,B,desktop,direct,22,3.45,8,3,5,0,1,120.61
2201,5,A,desktop,search,33,5.3,6,2,0,0,0,0.0
2225,5,B,mobile,ads,38,4.36,4,1,10,0,0,0.0
2296,5,A,desktop,ads,31,4.65,8,5,5,0,0,0.0
2313,5,B,mobile,search,38,3.78,6,4,0,0,0,0.0
2346,5,A,desktop,search,34,3.33,5,4,0,0,0,0.0
2362,5,A,mobile,ads,16,3.64,7,3,10,0,0,0.0
2485,5,A,mobile,ads,32,5.09,5,4,5,0,0,0.0
2516,5,A,mobile,ads,23,2.88,7,3,0,0,1,42.57
2562,5,A,mobile,ads,16,1.56,7,6,5,0,0,0.0
2632,5,B,desktop,ads,35,3.97,7,5,0,0,1,67.98
2634,5,A,mobile,social,29,4.53,2,6,5,0,0,0.0
2643,5,A,mobile,ads,21,4.71,5,3,0,0,0,0.0
2704,5,A,mobile,search,48,6.42,6,3,10,0,0,0.0
2736,5,B,desktop,ads,35,4.33,8,5,0,0,0,0.0
2784,5,B,desktop,direct,40,5.89,7,5,0,0,0,0.0
2824,5,A,mobile,ads,30,5.04,5,1,0,0,0,0.0
2850,5,A,mobile,ads,29,3.51,10,2,0,0,0,0.0
2858,5,B,mobile,ads,34,3.23,10,4,15,0,1,45.87
2867,5,A,mobile,ads,28,3.55,6,8,0,0,0,0.0
2903,5,B,desktop,social,37,4.44,5,1,5,0,0,0.0
2906,5,B,mobile,social,20,5.35,10,1,5,0,0,0.0
2912,5,A,desktop,direct,27,6.57,5,6,5,0,0,0.0
2915,5,A,mobile,search,30,5.21,4,2,0,0,0,0.0
2947,5,B,desktop,search,31,0.4,9,2,10,0,0,0.0
2948,5,B,desktop,search,38,4.61,5,1,5,0,0,0.0
3007,5,B,mobile,direct,24,3.97,8,1,0,0,1,107.51
3051,5,A,desktop,social,33,3.68,6,2,5,0,0,0.0
3079,5,A,desktop,search,40,5.26,9,2,10,0,0,0.0
3227,5,B,mobile,search,34,3.42,6,3,5,0,0,0.0
3242,5,A,mobile,ads,17,4.61,9,2,0,0,0,0.0
3294,5,A,desktop,search,29,2.74,5,3,10,0,0,0.0
3295,5,B,mobile,ads,33,4.64,4,0,0,0,0,0.0
3375,5,A,mobile,social,23,4.4,6,1,10,0,0,0.0
3392,5,A,mobile,social,39,4.33,3,3,5,0,0,0.0
3419,5,B,mobile,ads,38,3.51,7,3,15,0,0,0.0
3459,5,B,desktop,ads,28,3.72,6,1,0,0,0,0.0
3476,5,A,desktop,social,35,2.5,5,5,5,0,1,90.71
3480,5,B,desktop,social,42,1.8,7,3,5,0,0,0.0
3517,5,B,desktop,ads,29,6.16,7,2,5,0,0,0.0
3519,5,B,mobile,social,24,4.04,5,3,5,0,0,0.0
3526,5,B,desktop,search,26,3.61,11,5,0,0,0,0.0
3527,5,A,desktop,social,25,3.14,5,7,0,0,0,0.0
3572,5,A,mobile,ads,30,4.41,8,2,5,0,0,0.0
4,6,B,desktop,search,28,5.43,8,6,10,1,1,6.71
58,6,A,mobile,direct,40,2.58,8,2,5,1,0,0.0
68,6,B,desktop,ads,38,4.31,4,5,5,1,0,0.0
75,6,A,mobile,ads,31,3.62,4,3,0,1,0,0.0
85,6,A,mobile,ads,40,2.3,5,2,0,1,1,68.92
86,6,A,mobile,direct,20,3.86,5,2,0,1,0,0.0
126,6,A,mobile,search,49,3.44,4,2,5,1,0,0.0
150,6,B,mobile,social,41,1.71,7,2,5,1,0,0.0
152,6,B,desktop,search,24,5.81,3,2,5,1,1,96.62
245,6,B,desktop,search,24,0.62,6,6,5,1,1,59.04
264,6,A,desktop,ads,16,2.38,7,2,10,1,0,0.0
279,6,B,mobile,search,19,5.18,4,2,10,1,0,0.0
314,6,A,desktop,search,40,2.77,7,4,0,1,0,0.0
371,6,A,mobile,search,16,7.24,7,3,10,1,1,35.34
385,6,B,mobile,search,31,6.33,7,2,15,1,0,0.0
402,6,A,mobile,search,25,5.42,8,3,0,1,1,52.84
430,6,B,mobile,ads,31,5.24,7,1,0,1,1,66.93
449,6,A,mobile,ads,42,3.44,11,4,0,1,0,0.0
479,6,A,mobile,search,23,2.56,10,4,0,1,0,0.0
533,6,B,mobile,search,24,3.61,6,5,5,1,0,0.0
609,6,B,desktop,search,35,3.5,7,1,5,1,0,0.0
615,6,B,mobile,search,44,4.72,4,3,10,1,0,0.0
619,6,B,mobile,search,45,0.4,9,1,5,1,0,0.0
676,6,B,desktop,ads,43,3.79,9,5,0,1,0,0.0
728,6,A,mobile,search,25,5.1,6,6,5,1,0,0.0
747,6,A,mobile,social,27,3.91,5,4,0,1,1,41.4
799,6,B,desktop,ads,29,5.42,4,4,5,1,0,0.0
843,6,B,desktop,social,34,3.82,3,1,5,1,0,0.0
864,6,A,desktop,social,38,2.27,5,6,0,1,0,0.0
939,6,A,desktop,search,32,1.62,8,2,0,1,1,22.63
955,6,B,desktop,search,16,3.74,5,1,5,1,1,40.34
981,6,B,mobile,ads,39,4.62,7,2,5,1,0,0.0
1003,6,B,mobile,ads,36,2.9,9,2,0,1,0,0.0
1013,6,A,mobile,ads,32,3.3,5,4,0,1,0,0.0
1101,6,A,desktop,ads,35,6.37,7,8,0,1,1,30.84
1189,6,A,desktop,search,36,4.56,5,4,0,1,1,119.1
1211,6,A,desktop,social,33,2.25,13,5,10,1,0,0.0
1243,6,B,mobile,search,26,3.02,3,3,0,1,0,0.0
1278,6,A,desktop,search,29,4.22,5,7,5,1,0,0.0
1294,6,A,mobile,ads,24,4.79,5,4,5,1,0,0.0
1299,6,A,desktop,social,37,3.71,5,2,0,1,0,0.0
1310,6,B,desktop,ads,28,3.81,7,1,0,1,0,0.0
1332,6,B,mobile,search,22,3.64,9,3,0,1,0,0.0
1335,6,B,mobile,direct,23,2.51,7,0,5,1,1,82.96
1395,6,B,mobile,ads,44,3.96,12,1,0,1,0,0.0
1404,6,A,mobile,search,25,0.4,6,4,5,1,0,0.0
1423,6,B,mobile,search,33,5.53,5,8,5,1,0,0.0
1467,6,B,mobile,ads,41,3.63,4,3,10,1,0,0.0
1494,6,A,mobile,ads,49,4.03,5,2,5,1,0,0.0
1512,6,A,mobile,ads,37,2.13,8,3,0,1,0,0.0
1596,6,A,mobile,search,39,5.43,8,2,0,1,0,0.0
1599,6,A,mobile,ads,51,4.01,3,1,10,1,0,0.0
1605,6,B,desktop,ads,16,4.33,7,2,0,1,0,0.0
1629,6,A,desktop,social,36,2.08,10,3,0,1,0,0.0
1708,6,B,desktop,direct,23,2.5,5,7,15,1,0,0.0
1725,6,A,desktop,direct,23,4.78,8,0,5,1,1,54.5
1734,6,B,desktop,direct,34,3.39,5,3,5,1,0,0.0
1843,6,B,desktop,social,35,5.65,4,1,0,1,1,41.27
1857,6,A,mobile,ads,27,2.29,2,2,0,1,0,0.0
1925,6,A,mobile,search,16,5.69,5,4,0,1,0,0.0
1926,6,B,desktop,direct,28,3.77,10,2,10,1,0,0.0
1964,6,A,desktop,ads,33,3.48,4,1,0,1,0,0.0
2010,6,A,mobile,ads,39,3.74,6,1,0,1,0,0.0
2035,6,B,desktop,direct,31,3.79,6,2,5,1,0,0.0
2045,6,B,mobile,social,30,3.03,9,6,5,1,0,0.0
2092,6,B,mobile,search,40,2.1,4,4,0,1,0,0.0
2109,6,B,mobile,search,21,4.14,7,3,0,1,0,0.0
2276,6,A,mobile,direct,33,4.58,6,1,0,1,0,0.0
2369,6,B,desktop,ads,35,2.02,9,3,0,1,0,0.0
2441,6,B,desktop,direct,48,1.87,12,0,0,1,0,0.0
2453,6,B,desktop,ads,36,2.13,3,6,5,1,0,0.0
2530,6,B,mobile,social,34,1.98,8,5,0,1,0,0.0
2542,6,B,mobile,ads,46,5.57,7,3,5,1,0,0.0
2595,6,B,desktop,ads,32,5.52,7,4,0,1,0,0.0
2621,6,A,desktop,search,34,0.51,8,3,15,1,1,54.08
2655,6,B,mobile,social,35,4.11,6,4,10,1,1,91.32
2676,6,A,mobile,search,29,4.96,9,4,5,1,1,57.75
2710,6,B,mobile,social,18,3.26,3,3,10,1,0,0.0
2734,6,A,mobile,ads,39,6.01,12,1,0,1,0,0.0
2842,6,B,desktop,search,29,4.5,5,5,10,1,1,38.52
2896,6,B,mobile,ads,33,5.76,7,1,0,1,1,30.95
2935,6,B,desktop,direct,32,4.9,10,5,0,1,1,39.58
2938,6,A,mobile,social,26,3.0,9,3,15,1,1,15.09
2942,6,A,desktop,ads,28,4.41,7,5,0,1,1,92.15
2953,6,A,desktop,direct,38,1.74,6,3,5,1,0,0.0
2982,6,A,desktop,search,21,2.67,9,2,5,1,0,0.0
2995,6,A,desktop,search,34,4.91,8,1,5,1,0,0.0
3039,6,A,desktop,search,21,6.02,7,6,0,1,0,0.0
3061,6,B,mobile,ads,26,4.35,4,4,5,1,1,31.02
3121,6,B,desktop,ads,34,4.23,4,4,5,1,1,17.63
3138,6,B,desktop,search,44,4.14,8,1,5,1,1,118.63
3171,6,B,mobile,ads,38,1.51,2,1,0,1,0,0.0
3177,6,A,desktop,search,47,5.96,2,2,5,1,0,0.0
3181,6,A,desktop,social,36,4.48,5,6,10,1,0,0.0
3185,6,B,mobile,social,36,5.84,7,3,0,1,1,153.2
3288,6,A,desktop,search,24,3.71,4,7,5,1,0,0.0
3292,6,A,mobile,social,32,2.25,3,5,0,1,1,64.31
3323,6,A,mobile,search,30,4.73,7,1,0,1,0,0.0
3414,6,B,mobile,ads,40,4.39,10,3,0,1,0,0.0
3417,6,B,desktop,search,22,3.38,7,2,0,1,0,0.0
3439,6,A,desktop,search,38,3.72,5,3,0,1,0,0.0
3511,6,B,desktop,ads,22,4.43,6,2,0,1,0,0.0
3541,6,A,mobile,social,26,3.29,4,4,5,1,0,0.0
51,7,B,mobile,social,24,3.66,7,2,0,0,0,0.0
77,7,A,desktop,social,32,2.62,4,0,0,0,1,28.36
137,7,B,mobile,direct,42,4.76,8,2,0,0,0,0.0
238,7,A,mobile,social,50,4.61,8,3,0,0,0,0.0
248,7,A,mobile,ads,34,4.27,9,3,10,0,0,0.0
253,7,B,desktop,direct,19,1.1,4,3,0,0,0,0.0
297,7,A,desktop,social,16,4.75,11,7,10,0,0,0.0
335,7,B,desktop,social,16,4.24,4,2,0,0,0,0.0
398,7,A,desktop,ads,26,2.91,6,1,5,0,0,0.0
401,7,A,desktop,ads,23,2.21,10,5,15,0,0,0.0
456,7,A,desktop,social,37,5.57,3,1,0,0,0,0.0
493,7,B,mobile,ads,23,2.32,9,2,5,0,0,0.0
515,7,A,desktop,ads,25,2.18,4,3,0,0,0,0.0
525,7,A,mobile,direct,37,2.26,9,2,5,0,0,0.0
553,7,B,desktop,search,22,0.4,13,1,0,0,0,0.0
562,7,B,mobile,ads,29,1.99,10,1,15,0,0,0.0
563,7,A,mobile,social,28,3.83,6,6,5,0,0,0.0
566,7,A,desktop,search,16,3.46,5,3,0,0,0,0.0
572,7,B,mobile,search,46,3.7,4,6,5,0,0,0.0
614,7,A,desktop,ads,25,4.97,11,4,10,0,1,69.51
642,7,A,mobile,ads,29,2.34,7,5,0,0,0,0.0
661,7,B,desktop,social,36,3.18,5,5,0,0,0,0.0
669,7,A,desktop,social,24,3.91,4,3,5,0,0,0.0
678,7,A,desktop,search,46,1.49,5,1,5,0,0,0.0
702,7,A,desktop,social,19,4.82,5,3,0,0,0,0.0
763,7,B,mobile,ads,34,4.5,10,1,0,0,0,0.0
803,7,B,mobile,social,26,4.14,7,1,0,0,1,117.33
809,7,B,mobile,social,43,4.35,8,1,0,0,0,0.0
815,7,B,mobile,social,27,6.62,6,1,0,0,0,0.0
821,7,B,desktop,ads,17,3.34,6,3,10,0,0,0.0
829,7,A,desktop,search,25,1.97,4,3,10,0,0,0.0
836,7,A,desktop,social,28,4.12,7,3,0,0,1,69.27
852,7,B,mobile,social,34,5.06,7,8,5,0,1,65.75
890,7,B,mobile,direct,29,2.81,7,5,15,0,1,81.12
895,7,A,desktop,ads,31,4.86,9,4,5,0,0,0.0
915,7,B,mobile,search,23,2.66,5,3,0,0,0,0.0
923,7,B,mobile,social,35,3.22,3,3,0,0,0,0.0
931,7,B,mobile,ads,22,4.26,9,5,5,0,0,0.0
950,7,B,desktop,ads,19,4.41,7,3,0,0,1,86.66
982,7,B,mobile,ads,27,4.53,8,2,0,0,0,0.0
1008,7,B,mobile,social,33,5.43,7,5,5,0,0,0.0
1028,7,B,desktop,social,21,6.08,8,4,15,0,0,0.0
1034,7,A,mobile,social,16,4.65,9,4,0,0,1,108.91
1064,7,B,desktop,search,28,3.07,4,3,0,0,0,0.0
1067,7,B,desktop,search,30,3.85,6,8,5,0,1,105.56
1068,7,B,desktop,direct,40,3.34,4,0,5,0,0,0.0
1111,7,A,mobile,ads,35,2.91,4,3,0,0,0,0.0
1157,7,A,desktop,direct,29,5.37,8,2,0,0,1,51.1
1197,7,B,mobile,ads,31,4.01,6,6,10,0,0,0.0
1214,7,B,desktop,ads,43,3.81,6,2,10,0,0,0.0
1308,7,A,mobile,social,34,0.73,4,7,5,0,0,0.0
1324,7,B,desktop,search,34,2.15,5,5,0,0,0,0.0
1349,7,A,desktop,search,20,2.78,7,3,5,0,0,0.0
1396,7,A,desktop,direct,32,1.26,7,2,5,0,0,0.0
1398,7,A,mobile,social,26,5.9,11,2,0,0,0,0.0
1399,7,B,mobile,social,21,3.79,7,2,5,0,1,39.34
1429,7,B,mobile,search,18,4.82,7,2,5,0,0,0.0
1451,7,A,mobile,direct,34,6.44,7,5,10,0,1,41.59
1465,7,A,mobile,ads,39,6.74,6,3,0,0,0,0.0
1511,7,A,mobile,ads,40,3.42,4,5,0,0,0,0.0
1560,7,B,desktop,ads,36,4.65,6,7,10,0,0,0.0
1579,7,B,mobile,ads,37,2.68,11,1,10,0,0,0.0
1586,7,B,mobile,social,24,6.59,7,5,0,0,0,0.0
1587,7,A,mobile,ads,45,3.66,6,2,0,0,0,0.0
1606,7,A,mobile,social,16,4.12,6,1,0,0,0,0.0
1660,7,A,mobile,ads,34,3.04,8,1,0,0,0,0.0
1693,7,A,desktop,ads,36,4.56,5,6,10,0,1,44.65
1718,7,A,mobile,ads,31,2.27,3,4,0,0,0,0.0
1796,7,A,mobile,ads,24,4.49,12,2,0,0,1,94.81
1849,7,A,mobile,search,25,4.8,6,1,0,0,0,0.0
1853,7,A,mobile,direct,20,2.78,3,4,5,0,0,0.0
1863,7,B,desktop,social,28,7.8,10,2,0,0,1,83.44
1940,7,B,desktop,social,28,4.71,5,3,10,0,1,71.79
1945,7,B,mobile,direct,30,7.11,7,5,0,0,0,0.0
1961,7,A,mobile,direct,31,3.97,4,3,5,0,0,0.0
1978,7,B,mobile,search,37,3.17,7,5,5,0,1,67.35
2042,7,A,mobile,search,26,3.92,6,4,10,0,0,0.0
2065,7,B,mobile,ads,32,7.19,8,3,0,0,0,0.0
2067,7,A,desktop,ads,20,4.24,8,2,15,0,0,0.0
2230,7,B,desktop,search,33,3.22,10,4,0,0,1,37.39
2246,7,A,mobile,direct,48,4.5,5,2,0,0,0,0.0
2311,7,A,desktop,ads,27,4.31,9,2,5,0,0,0.0
2365,7,A,mobile,search,28,4.65,6,4,5,0,0,0.0
2396,7,B,mobile,search,35,2.09,8,3,0,0,1,60.97
2452,7,B,mobile,search,24,0.56,4,3,0,0,0,0.0
2471,7,B,desktop,ads,40,5.04,5,6,15,0,1,19.97
2493,7,A,desktop,ads,48,4.26,3,2,10,0,0,0.0
2521,7,B,desktop,search,16,1.5,10,3,0,0,0,0.0
2528,7,A,mobile,direct,39,4.86,5,2,15,0,1,31.32
2538,7,B,desktop,search,24,4.27,6,2,5,0,0,0.0
2591,7,A,desktop,direct,24,3.02,6,5,0,0,0,0.0
2613,7,B,mobile,direct,35,5.32,6,4,0,0,1,66.57
2619,7,A,mobile,search,28,2.46,3,1,0,0,0,0.0
2661,7,A,mobile,search,22,6.25,6,4,5,0,1,52.48
2730,7,A,mobile,search,40,2.06,9,6,5,0,0,0.0
2751,7,A,mobile,search,27,3.47,11,1,15,0,1,72.66
2785,7,A,desktop,search,21,5.19,7,3,0,0,0,0.0
2786,7,A,desktop,ads,28,6.78,7,2,0,0,0,0.0
2795,7,A,desktop,social,45,4.28,4,2,0,0,0,0.0
2804,7,A,mobile,search,22,1.87,7,3,5,0,0,0.0
2818,7,A,desktop,direct,28,5.39,8,5,0,0,0,0.0
2833,7,B,mobile,social,29,2.22,8,1,0,0,0,0.0
2841,7,B,desktop,ads,33,4.41,8,4,0,0,0,0.0
2880,7,B,mobile,direct,34,3.19,3,1,10,0,1,122.48
2913,7,A,desktop,social,19,1.05,4,1,5,0,0,0.0
2946,7,B,mobile,search,34,5.0,7,3,0,0,1,56.23
2957,7,A,mobile,search,29,1.82,4,2,5,0,0,0.0
2969,7,B,desktop,ads,36,4.01,5,3,0,0,0,0.0
2970,7,A,mobile,social,33,1.62,7,2,0,0,0,0.0
2973,7,A,mobile,search,40,1.3,6,2,5,0,0,0.0
3016,7,B,mobile,social,23,3.66,7,2,0,0,0,0.0
3100,7,B,desktop,ads,46,3.7,10,3,5,0,1,36.58
3145,7,B,desktop,search,41,3.2,8,4,5,0,1,14.22
3164,7,A,desktop,social,24,3.33,7,2,0,0,1,54.2
3188,7,A,mobile,ads,32,3.94,4,4,10,0,0,0.0
3233,7,B,mobile,search,22,4.64,8,1,5,0,0,0.0
3250,7,A,desktop,ads,25,3.6,4,3,10,0,0,0.0
3315,7,A,mobile,search,45,1.36,8,1,5,0,0,0.0
3327,7,A,mobile,ads,24,4.39,6,3,0,0,1,105.24
3328,7,A,desktop,search,29,3.23,6,3,0,0,0,0.0
3330,7,A,mobile,search,41,5.59,9,2,0,0,0,0.0
3364,7,B,mobile,ads,24,3.3,10,3,0,0,0,0.0
3397,7,A,mobile,ads,30,2.24,11,3,5,0,0,0.0
3413,7,B,mobile,direct,28,2.55,9,3,5,0,0,0.0
3428,7,A,desktop,search,29,1.28,7,4,5,0,1,72.35
3429,7,A,mobile,ads,30,3.17,6,5,10,0,0,0.0
3456,7,A,mobile,direct,37,4.87,6,3,0,0,0,0.0
3457,7,B,mobile,search,27,2.85,5,0,0,0,0,0.0
3495,7,B,mobile,search,47,4.84,4,1,0,0,0,0.0
3567,7,A,desktop,social,38,2.27,6,4,10,0,0,0.0
3582,7,A,mobile,direct,49,2.36,8,6,5,0,0,0.0
3592,7,B,mobile,social,34,1.62,4,4,0,0,0,0.0
11,8,A,mobile,ads,30,2.21,10,3,5,0,1,40.38
83,8,B,mobile,ads,37,1.99,6,5,0,0,0,0.0
112,8,B,desktop,ads,19,4.51,5,1,15,0,1,86.12
117,8,A,mobile,ads,27,3.79,7,4,0,0,1,41.12
157,8,B,mobile,ads,19,5.72,6,6,10,0,0,0.0
173,8,A,desktop,direct,30,7.04,8,4,5,0,0,0.0
191,8,A,mobile,ads,18,1.15,10,0,0,0,0,0.0
192,8,A,mobile,search,22,4.38,8,3,0,0,0,0.0
220,8,B,mobile,direct,31,4.33,5,3,0,0,1,30.47
275,8,B,mobile,ads,24,3.22,10,3,0,0,0,0.0
299,8,B,mobile,direct,22,2.04,3,4,5,0,0,0.0
332,8,A,mobile,direct,32,3.59,6,2,10,0,0,0.0
382,8,B,mobile,search,37,5.68,8,2,0,0,0,0.0
407,8,A,mobile,social,32,0.69,8,3,10,0,0,0.0
423,8,B,mobile,social,35,3.17,5,0,5,0,0,0.0
443,8,A,mobile,social,27,2.89,5,5,0,0,0,0.0
450,8,A,desktop,ads,16,4.33,6,4,0,0,0,0.0
502,8,A,mobile,search,36,3.74,8,7,10,0,1,27.51
623,8,A,desktop,ads,46,3.97,8,1,5,0,1,158.51
637,8,B,mobile,ads,44,6.77,7,3,0,0,1,89.42
691,8,A,mobile,ads,42,5.59,5,2,0,0,0,0.0
734,8,B,desktop,social,20,4.78,8,3,10,0,0,0.0
738,8,A,desktop,search,18,3.18,3,1,5,0,0,0.0
794,8,A,mobile,social,22,4.2,5,6,0,0,0,0.0
804,8,B,mobile,search,37,3.29,7,5,5,0,0,0.0
839,8,A,desktop,direct,39,3.47,6,2,10,0,0,0.0
868,8,B,mobile,direct,32,4.21,5,2,0,0,0,0.0
896,8,A,desktop,search,30,5.68,11,1,10,0,1,40.08
920,8,A,desktop,ads,30,3.52,5,2,0,0,0,0.0
940,8,A,mobile,search,28,3.36,4,5,10,0,0,0.0
957,8,A,mobile,direct,25,4.33,5,1,5,0,1,73.76
976,8,A,mobile,direct,44,3.99,3,2,0,0,0,0.0
1002,8,A,desktop,search,29,3.33,7,5,5,0,0,0.0
1006,8,A,mobile,ads,25,3.48,8,1,10,0,0,0.0
1049,8,A,desktop,social,31,4.94,5,5,5,0,0,0.0
1065,8,B,mobile,social,17,2.82,6,4,5,0,0,0.0
1079,8,B,desktop,direct,31,3.32,8,2,5,0,0,0.0
1135,8,A,desktop,search,24,4.23,7,4,0,0,1,202.61
1161,8,B,desktop,search,24,4.13,4,2,5,0,0,0.0
1167,8,B,desktop,social,32,4.11,7,0,0,0,0,0.0
1241,8,B,mobile,social,38,4.44,6,3,0,0,0,0.0
1258,8,A,mobile,ads,25,1.13,5,3,10,0,1,117.58
1333,8,B,mobile,ads,36,5.49,6,2,15,0,1,47.37
1363,8,B,mobile,search,37,3.05,5,2,5,0,0,0.0
1402,8,A,mobile,ads,24,4.24,8,4,0,0,0,0.0
1407,8,B,desktop,search,34,3.7,6,5,5,0,1,51.26
1471,8,A,desktop,ads,34,3.66,6,6,0,0,1,72.68
1475,8,A,mobile,direct,33,4.71,9,5,0,0,1,88.42
1525,8,B,desktop,search,41,2.91,6,3,5,0,1,28.53
1534,8,A,mobile,ads,37,3.51,9,6,0,0,0,0.0
1537,8,A,mobile,search,23,3.95,8,1,10,0,0,0.0
1541,8,B,desktop,ads,41,7.1,8,2,15,0,0,0.0
