txn_id,account_id,day,amount,tx_type,merchant_category,city,risk_score
100173,50084,11,26190,debit,utilities,Kazan,53
101660,50164,20,26276,transfer,electronics,Tomsk,96
102654,50028,17,26279,debit,cafe,Moscow,43
101058,50054,26,26406,debit,electronics,Tomsk,91
100371,50243,28,26448,credit,electronics,Perm,44
101262,50219,4,26565,cash_out,utilities,Moscow,86
102547,50075,23,26579,transfer,transport,Moscow,64
101327,50128,27,26602,debit,cafe,Tula,78
101991,50258,12,26624,credit,transport,Moscow,33
101756,50148,10,26687,debit,online,Tula,58
100883,50225,20,26749,transfer,electronics,Sochi,81
101781,50280,18,26791,transfer,transport,Kazan,58
101962,50025,6,26939,debit,utilities,Tula,40
100711,50122,25,26982,cash_out,pharmacy,Omsk,46
101089,50183,14,26999,credit,electronics,Sochi,49
101678,50259,7,27026,debit,utilities,Kazan,57
101441,50163,27,27075,transfer,online,Moscow,67
101288,50261,27,27130,transfer,groceries,Omsk,54
102763,50279,26,27162,transfer,cafe,Perm,91
102372,50241,24,27200,credit,transport,Sochi,6
102326,50151,13,27217,credit,utilities,Perm,60
102838,50062,3,27219,cash_out,pharmacy,Omsk,17
102089,50231,23,27236,cash_out,utilities,Kazan,21
100955,50086,17,27296,cash_out,utilities,Moscow,49
101626,50299,19,27335,debit,electronics,Tula,38
101151,50121,6,27337,debit,cafe,Tomsk,55
102261,50165,17,27529,cash_out,pharmacy,Sochi,18
102681,50297,14,27567,cash_out,electronics,Perm,28
102676,50151,8,27571,credit,groceries,Perm,69
101053,50297,21,27576,debit,utilities,Omsk,6
101720,50123,8,27736,credit,groceries,Moscow,31
101104,50120,15,27802,credit,electronics,Omsk,64
100144,50137,30,27825,debit,groceries,Sochi,42
101373,50152,2,27838,credit,cafe,Tomsk,23
101216,50126,27,27878,debit,groceries,Sochi,53
100396,50014,3,27888,debit,salary,Kazan,8
100168,50252,2,27927,cash_out,online,Omsk,32
100879,50138,6,27999,cash_out,pharmacy,Perm,39
101062,50236,12,28023,debit,electronics,Sochi,84
101113,50137,14,28205,transfer,cafe,Tula,95
101740,50205,3,28238,transfer,electronics,Moscow,55
102649,50075,28,28250,transfer,salary,Kazan,17
100477,50147,17,28350,credit,cafe,Omsk,15
101228,50297,26,28403,credit,transport,Omsk,79
100962,50118,11,28412,debit,utilities,Sochi,22
101550,50030,23,28518,transfer,online,Kazan,89
100269,50094,28,28520,debit,transport,Tula,58
102430,50096,7,28580,transfer,salary,Perm,34
100896,50064,15,28585,transfer,pharmacy,Kazan,70
100848,50292,11,28609,debit,transport,Tomsk,99
101893,50223,13,28661,credit,salary,Moscow,24
100130,50163,16,28760,transfer,transport,Tomsk,58
100667,50133,21,28822,credit,cafe,Perm,50
101578,50031,30,28839,debit,transport,Sochi,59
101726,50094,9,28884,debit,groceries,Omsk,8
101173,50162,14,28890,debit,pharmacy,Moscow,70
101875,50097,20,29082,credit,online,Tula,54
101355,50120,15,29097,cash_out,electronics,Tula,99
101421,50234,22,29110,debit,utilities,Moscow,8
102504,50200,14,29218,debit,online,Omsk,67
100421,50130,16,29273,credit,cafe,Perm,84
102790,50126,10,29383,credit,electronics,Omsk,79
100970,50124,19,29479,cash_out,cafe,Omsk,49
101190,50075,18,29539,debit,online,Sochi,35
100750,50142,29,29555,debit,transport,Kazan,43
101529,50011,16,29638,credit,utilities,Tomsk,76
101693,50050,7,29649,transfer,salary,Sochi,48
100963,50105,18,29686,transfer,salary,Perm,70
101145,50233,12,29693,debit,salary,Kazan,74
102302,50135,8,29746,debit,cafe,Sochi,90
100041,50217,14,29849,debit,utilities,Perm,73
101759,50164,24,29888,transfer,cafe,Omsk,68
100002,50015,16,30150,credit,salary,Perm,82
100116,50201,6,30182,transfer,pharmacy,Moscow,39
101302,50035,4,30188,transfer,cafe,Omsk,13
100166,50287,5,30232,credit,pharmacy,Moscow,20
100850,50216,23,30263,cash_out,groceries,Moscow,7
101185,50107,6,30319,transfer,salary,Moscow,68
101470,50286,15,30321,debit,transport,Omsk,36
101519,50019,6,30322,credit,electronics,Tomsk,35
101867,50175,11,30354,transfer,utilities,Sochi,39
100174,50130,7,30382,transfer,groceries,Sochi,97
102746,50275,21,30412,debit,electronics,Tula,90
101010,50039,22,30551,credit,utilities,Perm,71
102682,50241,18,30928,transfer,groceries,Kazan,22
101903,50150,8,30934,cash_out,utilities,Tomsk,87
102864,50117,9,30985,transfer,utilities,Moscow,33
100430,50043,25,30990,credit,groceries,Omsk,83
101833,50047,20,31017,transfer,pharmacy,Moscow,97
101194,50090,21,31031,credit,pharmacy,Kazan,16
102686,50120,26,31153,credit,pharmacy,Moscow,83
102214,50257,19,31204,cash_out,cafe,Tula,92
101521,50146,27,31213,credit,groceries,Moscow,47
100474,50235,26,31239,debit,salary,Kazan,31
101387,50212,4,31427,transfer,pharmacy,Tomsk,16
101001,50226,2,31436,credit,electronics,Tula,75
100572,50267,9,31451,transfer,transport,Moscow,80
100679,50291,15,31469,debit,salary,Kazan,74
101530,50231,24,31474,cash_out,salary,Kazan,59
100687,50269,28,31596,debit,salary,Sochi,50
100235,50199,3,31686,debit,electronics,Tomsk,64
101338,50106,5,31700,transfer,electronics,Sochi,42
102338,50044,28,31755,cash_out,groceries,Omsk,31
101644,50176,13,31780,cash_out,transport,Tula,80
102408,50046,10,31781,debit,salary,Omsk,24
102305,50046,28,31790,cash_out,groceries,Sochi,66
102015,50227,2,31871,cash_out,salary,Omsk,87
100282,50071,26,31906,cash_out,groceries,Moscow,86
100006,50264,25,31920,debit,online,Sochi,98
100340,50047,30,31934,transfer,transport,Tomsk,8
102159,50083,26,32043,transfer,cafe,Omsk,88
100065,50013,21,32135,credit,utilities,Tula,50
101049,50250,28,32297,cash_out,transport,Moscow,80
102608,50260,11,32352,transfer,electronics,Tula,82
100652,50027,1,32357,credit,groceries,Tomsk,66
102657,50218,9,32422,debit,pharmacy,Moscow,71
100665,50167,24,32653,transfer,pharmacy,Kazan,52
102001,50037,1,32701,debit,groceries,Tomsk,18
101306,50224,25,32728,cash_out,online,Tomsk,73
100998,50026,12,32883,credit,utilities,Moscow,96
100032,50055,16,32947,credit,cafe,Tomsk,9
101976,50279,23,32999,credit,electronics,Perm,20
101716,50236,19,33061,transfer,electronics,Kazan,64
102426,50220,25,33183,cash_out,salary,Omsk,32
100013,50054,17,33200,credit,groceries,Omsk,97
102877,50012,8,33219,debit,utilities,Kazan,24
101503,50116,15,33377,debit,electronics,Omsk,23
102553,50202,29,33426,cash_out,online,Perm,86
101095,50108,3,33500,transfer,transport,Tomsk,5
101912,50115,13,33543,debit,online,Omsk,89
100640,50280,25,33632,transfer,transport,Sochi,51
101707,50203,4,33713,cash_out,pharmacy,Omsk,13
101273,50255,21,33722,cash_out,salary,Tomsk,44
101642,50059,18,33777,cash_out,salary,Perm,94
100263,50188,26,33840,credit,transport,Sochi,56
101715,50184,20,33849,transfer,groceries,Omsk,65
102581,50124,28,33861,debit,cafe,Moscow,68
100265,50121,2,33888,credit,pharmacy,Tula,38
101656,50105,11,33919,cash_out,pharmacy,Moscow,99
100403,50141,13,33972,cash_out,transport,Tula,89
102487,50245,2,34006,transfer,salary,Moscow,83
101987,50021,13,34021,transfer,electronics,Moscow,94
101728,50097,18,34132,debit,online,Moscow,82
101417,50008,7,34159,cash_out,cafe,Perm,77
100465,50068,26,34177,cash_out,groceries,Tomsk,89
100701,50244,15,34200,credit,online,Sochi,93
100562,50215,16,34218,transfer,cafe,Kazan,19
102494,50021,20,34234,debit,salary,Tomsk,36
101507,50119,12,34288,transfer,cafe,Tula,27
102699,50019,20,34300,transfer,groceries,Omsk,73
101309,50220,12,34319,cash_out,groceries,Sochi,10
101311,50081,12,34356,transfer,transport,Omsk,14
101711,50113,21,34382,credit,cafe,Omsk,33
102047,50106,8,34416,cash_out,utilities,Moscow,51
100254,50294,30,34666,cash_out,online,Omsk,70
101135,50122,8,34724,credit,electronics,Sochi,5
101232,50062,18,34859,debit,cafe,Moscow,67
102439,50221,7,34885,credit,cafe,Omsk,9
101221,50282,4,35118,debit,utilities,Moscow,96
100774,50289,22,35218,debit,electronics,Kazan,36
101082,50123,27,35356,transfer,electronics,Kazan,89
100718,50288,29,35498,transfer,pharmacy,Moscow,96
102694,50060,13,35516,credit,utilities,Perm,33
100157,50043,4,35577,credit,online,Perm,45
101255,50188,12,35677,cash_out,cafe,Kazan,56
102726,50112,10,35729,cash_out,online,Perm,49
101570,50258,25,35795,credit,transport,Perm,100
101796,50046,21,35833,cash_out,pharmacy,Tula,69
100541,50182,23,35849,credit,groceries,Omsk,47
102573,50080,15,35924,cash_out,salary,Perm,100
102447,50143,24,35946,transfer,electronics,Tula,33
102192,50208,25,35954,debit,salary,Tomsk,72
101429,50044,18,36010,transfer,groceries,Omsk,12
101785,50243,18,36079,debit,salary,Tomsk,92
102226,50224,12,36109,debit,groceries,Omsk,88
101017,50230,13,36188,cash_out,pharmacy,Omsk,47
100838,50283,13,36272,transfer,online,Moscow,34
100943,50209,19,36281,debit,pharmacy,Tula,38
102574,50154,3,36306,credit,groceries,Sochi,72
101957,50240,2,36328,credit,salary,Kazan,59
101466,50221,8,36365,debit,groceries,Omsk,10
100383,50010,29,36438,cash_out,transport,Sochi,65
102385,50007,13,36441,cash_out,pharmacy,Moscow,27
102464,50098,1,36514,credit,online,Sochi,90
100890,50100,29,36517,credit,electronics,Perm,72
101840,50086,3,36525,credit,cafe,Kazan,28
101951,50038,16,36630,credit,cafe,Kazan,81
100517,50008,22,36639,credit,salary,Moscow,82
101815,50199,30,36683,cash_out,cafe,Tula,56
100636,50128,7,36697,cash_out,utilities,Sochi,45
102189,50039,23,36752,debit,electronics,Tomsk,53
101238,50020,3,36811,cash_out,electronics,Tula,53
100124,50262,8,36832,credit,electronics,Tomsk,83
100591,50093,5,36841,cash_out,online,Moscow,98
102797,50218,5,36859,cash_out,electronics,Omsk,27
102314,50099,4,36871,debit,pharmacy,Moscow,43
100803,50136,20,36880,credit,pharmacy,Omsk,60
100979,50095,7,36932,credit,electronics,Kazan,30
100512,50001,27,37024,cash_out,transport,Sochi,96
100047,50269,23,37044,transfer,groceries,Omsk,8
100325,50167,7,37061,credit,electronics,Sochi,58
100364,50250,21,37084,transfer,transport,Moscow,43
102511,50101,1,37115,credit,groceries,Tula,96
101458,50192,10,37170,credit,online,Omsk,57
101168,50086,22,37174,credit,transport,Perm,14
102837,50173,7,37203,cash_out,groceries,Tomsk,64
101635,50296,14,37306,credit,online,Sochi,70
102308,50158,10,37371,transfer,groceries,Moscow,31
101370,50028,26,37393,credit,transport,Perm,40
100705,50084,7,37424,transfer,utilities,Tomsk,81
101734,50171,13,37432,cash_out,cafe,Sochi,79
102833,50047,18,37447,transfer,groceries,Moscow,49
100206,50259,1,37507,credit,groceries,Tula,81
101331,50218,22,37543,transfer,groceries,Sochi,60
100416,50124,27,37569,transfer,groceries,Tula,7
101182,50285,13,37579,transfer,salary,Perm,82
101910,50237,11,37743,debit,electronics,Kazan,17
100343,50079,14,37875,debit,pharmacy,Tomsk,34
101433,50258,14,37899,cash_out,utilities,Perm,94
101653,50013,9,37934,cash_out,transport,Tomsk,95
101538,50002,5,37972,debit,utilities,Tomsk,12
100035,50203,17,38054,credit,online,Moscow,78
100305,50187,10,38089,cash_out,electronics,Omsk,7
101357,50180,23,38125,cash_out,utilities,Tomsk,18
100709,50275,19,38127,cash_out,electronics,Tula,68
101754,50093,23,38170,cash_out,utilities,Moscow,95
102668,50045,9,38186,cash_out,transport,Tomsk,98
102079,50208,23,38195,transfer,cafe,Kazan,10
101629,50269,20,38207,debit,groceries,Moscow,60
101467,50019,29,38231,debit,online,Tula,85
100514,50217,5,38295,debit,online,Omsk,24
101941,50250,24,38464,debit,cafe,Tomsk,22
101615,50130,21,38480,transfer,groceries,Omsk,48
100109,50025,8,38506,cash_out,utilities,Tula,39
102642,50215,20,38683,cash_out,transport,Tula,27
100698,50256,3,38706,credit,groceries,Tomsk,58
102110,50264,25,38726,transfer,online,Tomsk,96
100772,50276,28,38785,debit,pharmacy,Sochi,30
102664,50230,24,39038,credit,transport,Tomsk,82
100288,50282,26,39114,transfer,utilities,Sochi,60
100154,50110,7,39200,credit,utilities,Tomsk,47
101401,50101,8,39287,credit,utilities,Perm,30
101823,50067,24,39295,debit,transport,Moscow,46
101224,50060,25,39332,cash_out,cafe,Tomsk,77
100528,50238,20,39340,credit,cafe,Kazan,92
101576,50143,28,39370,credit,utilities,Tula,25
101784,50118,25,39398,cash_out,utilities,Omsk,69
101697,50080,23,39513,cash_out,transport,Moscow,87
101959,50136,19,39613,debit,online,Perm,72
100544,50046,26,39621,transfer,transport,Tula,52
101681,50265,3,39622,transfer,utilities,Perm,76
102736,50029,29,39682,credit,salary,Tomsk,75
101030,50288,6,39803,credit,electronics,Tomsk,53
102083,50082,12,39868,credit,cafe,Omsk,36
102060,50120,28,39916,transfer,online,Sochi,54
101265,50051,28,40004,cash_out,online,Omsk,47
100522,50106,30,40032,transfer,cafe,Kazan,40
101844,50202,13,40047,credit,online,Moscow,56
101350,50078,1,40059,cash_out,transport,Moscow,18
100133,50002,19,40087,debit,transport,Moscow,69
100925,50034,8,40089,cash_out,electronics,Omsk,67
100906,50154,30,40102,cash_out,groceries,Tula,88
101555,50190,5,40157,debit,utilities,Moscow,86
101165,50262,26,40164,cash_out,salary,Omsk,68
102570,50134,5,40178,debit,salary,Omsk,64
102691,50187,16,40193,credit,electronics,Kazan,48
102775,50233,7,40202,debit,groceries,Perm,26
101502,50166,25,40230,credit,cafe,Perm,85
100692,50274,19,40245,credit,electronics,Perm,44
101092,50195,20,40253,transfer,utilities,Perm,34
100471,50284,24,40277,transfer,pharmacy,Tula,72
100994,50253,2,40308,transfer,online,Moscow,17
100485,50133,19,40353,debit,online,Tula,24
102091,50198,28,40429,credit,transport,Sochi,25
102356,50073,29,40467,transfer,transport,Omsk,99
101949,50103,13,40506,transfer,online,Moscow,64
101632,50198,14,40524,transfer,salary,Moscow,73
102375,50125,18,40555,credit,transport,Kazan,83
101363,50177,1,40687,debit,online,Perm,94
102453,50115,9,40793,transfer,utilities,Sochi,20
101112,50034,25,40881,cash_out,salary,Tomsk,70
102095,50103,19,40958,transfer,cafe,Omsk,25
100899,50041,3,40961,transfer,salary,Sochi,95
100224,50181,3,40970,credit,salary,Omsk,92
102596,50147,18,40971,debit,utilities,Tomsk,18
101665,50299,14,41027,debit,transport,Omsk,17
100242,50111,18,41054,debit,electronics,Sochi,77
100539,50149,22,41188,credit,cafe,Kazan,29
101685,50192,27,41204,cash_out,pharmacy,Moscow,54
101494,50134,12,41205,debit,groceries,Moscow,10
102347,50260,25,41247,cash_out,electronics,Sochi,59
102477,50105,20,41250,credit,groceries,Kazan,95
100418,50206,24,41314,cash_out,groceries,Omsk,12
102712,50226,12,41315,cash_out,groceries,Perm,10
102804,50183,6,41345,debit,electronics,Kazan,38
100673,50175,4,41433,cash_out,transport,Kazan,36
102841,50145,11,41436,transfer,electronics,Tomsk,69
102730,50123,11,41477,credit,cafe,Omsk,72
102234,50067,5,41534,transfer,cafe,Moscow,27
101271,50172,10,41655,transfer,groceries,Sochi,5
101914,50244,19,41692,cash_out,pharmacy,Omsk,33
101972,50270,19,41717,credit,online,Tomsk,23
100081,50167,9,41787,transfer,utilities,Moscow,67
101770,50266,29,41835,debit,pharmacy,Tula,28
102209,50176,1,41898,cash_out,pharmacy,Kazan,64
102117,50097,4,41927,cash_out,online,Omsk,96
102847,50185,17,41966,debit,salary,Sochi,94
100361,50283,14,42000,transfer,groceries,Perm,65
102382,50050,25,42041,transfer,pharmacy,Sochi,74
100681,50177,18,42043,transfer,online,Tomsk,5
101995,50042,22,42087,credit,electronics,Sochi,44
102456,50193,16,42104,cash_out,transport,Sochi,14
102433,50044,8,42120,debit,groceries,Moscow,63
102112,50181,15,42142,credit,cafe,Omsk,73
101404,50267,11,42172,transfer,pharmacy,Tomsk,97
102409,50057,21,42289,credit,electronics,Sochi,35
101204,50138,29,42290,cash_out,utilities,Kazan,18
100182,50057,11,42321,transfer,salary,Moscow,47
101750,50043,11,42363,transfer,groceries,Kazan,60
101647,50177,20,42548,debit,utilities,Sochi,31
100755,50192,12,42663,credit,utilities,Sochi,98
102629,50049,27,42698,cash_out,online,Tula,86
102826,50127,20,42702,debit,salary,Kazan,7
100983,50281,30,42744,transfer,transport,Moscow,54
102196,50065,3,42763,debit,transport,Kazan,74
100966,50139,25,43038,credit,transport,Moscow,30
102467,50104,17,43115,transfer,pharmacy,Kazan,75
100901,50008,13,43274,credit,cafe,Tomsk,44
100336,50118,29,43342,transfer,salary,Kazan,32
102340,50176,2,43360,credit,online,Tomsk,96
100695,50230,20,43468,debit,utilities,Tomsk,31
100218,50130,16,43485,credit,online,Omsk,24
101414,50180,24,43512,cash_out,transport,Tula,17
100892,50203,29,43615,transfer,transport,Perm,47
101562,50053,20,43686,debit,salary,Tula,99
101824,50266,15,43775,debit,groceries,Omsk,24
100758,50194,7,43881,cash_out,salary,Moscow,98
101857,50189,12,43926,cash_out,salary,Tomsk,8
102816,50195,6,43967,cash_out,utilities,Kazan,99
100291,50251,29,43989,cash_out,online,Kazan,45
100915,50179,27,44007,debit,online,Sochi,95
100488,50272,15,44008,transfer,transport,Omsk,90
100585,50212,26,44080,debit,electronics,Kazan,82
101856,50271,29,44158,credit,electronics,Perm,29
101044,50060,30,44340,cash_out,utilities,Moscow,51
102153,50101,11,44345,debit,pharmacy,Omsk,62
102534,50087,19,44574,cash_out,electronics,Perm,16
102163,50264,19,44664,credit,online,Perm,92
100509,50266,23,44666,cash_out,utilities,Tula,47
102603,50047,18,44692,debit,transport,Sochi,100
101609,50056,23,44822,transfer,cafe,Moscow,20
100274,50143,19,44996,credit,online,Tula,90
101763,50296,3,45021,debit,online,Kazan,31
101385,50026,26,45034,debit,cafe,Tomsk,50
101381,50274,6,45049,credit,cafe,Omsk,75
102057,50222,21,45061,cash_out,cafe,Moscow,75
102474,50293,29,45167,debit,online,Tomsk,61
101747,50002,8,45195,cash_out,cafe,Sochi,20
102551,50090,18,45322,transfer,electronics,Kazan,68
100491,50018,29,45327,cash_out,pharmacy,Perm,78
101301,50274,14,45380,cash_out,electronics,Kazan,23
100101,50218,12,45457,transfer,salary,Kazan,76
101367,50206,5,45515,credit,electronics,Tula,51
102702,50125,15,45684,transfer,groceries,Tula,27
101085,50093,16,45723,credit,salary,Omsk,100
101293,50026,29,45974,debit,electronics,Tula,32
102605,50058,24,46022,transfer,salary,Tomsk,40
100394,50138,9,46023,credit,electronics,Kazan,43
102505,50289,25,46035,credit,salary,Sochi,5
102174,50128,2,46114,transfer,electronics,Omsk,17
102674,50132,12,46119,cash_out,electronics,Omsk,87
102633,50211,28,46136,debit,salary,Tomsk,19
100615,50110,27,46141,cash_out,pharmacy,Omsk,85
100297,50072,9,46145,debit,groceries,Kazan,27
101396,50090,1,46147,debit,transport,Tomsk,21
102388,50029,9,46149,cash_out,salary,Tula,71
102521,50089,13,46161,credit,electronics,Sochi,68
102073,50279,13,46211,transfer,pharmacy,Tula,57
102706,50159,27,46279,cash_out,utilities,Kazan,65
101918,50035,4,46394,cash_out,pharmacy,Omsk,9
101688,50157,23,46509,debit,groceries,Tomsk,70
101069,50257,5,46653,transfer,online,Tomsk,96
100620,50250,2,46850,debit,groceries,Sochi,91
102175,50257,17,46879,credit,utilities,Kazan,68
100759,50193,17,46917,debit,electronics,Omsk,39
100092,50262,26,47010,cash_out,utilities,Tula,38
102195,50189,13,47051,transfer,pharmacy,Perm,95
102761,50055,4,47074,transfer,electronics,Moscow,62
100199,50059,27,47174,cash_out,groceries,Perm,33
100792,50281,6,47187,debit,online,Moscow,40
101067,50255,7,47235,debit,pharmacy,Tomsk,11
102329,50162,3,47307,credit,online,Tomsk,96
100560,50031,5,47314,cash_out,salary,Omsk,76
102221,50083,6,47317,debit,pharmacy,Moscow,45
101872,50124,13,47332,debit,utilities,Omsk,46
102275,50069,27,47375,credit,salary,Moscow,12
102855,50142,7,47447,transfer,electronics,Tomsk,31
102335,50014,12,47541,debit,salary,Sochi,64
102615,50117,2,47726,credit,electronics,Tula,76
102231,50207,13,47790,transfer,groceries,Kazan,71
101864,50150,7,47826,credit,utilities,Kazan,84
100150,50012,14,47934,cash_out,transport,Moscow,82
100973,50133,9,47937,credit,pharmacy,Omsk,91
101257,50228,30,47946,debit,groceries,Kazan,55
102405,50249,12,47967,transfer,cafe,Moscow,62
101801,50018,26,48115,debit,online,Omsk,40
100219,50249,27,48138,debit,transport,Omsk,98
101349,50057,24,48166,transfer,electronics,Tula,97
101275,50257,4,48196,debit,utilities,Kazan,72
